FGEOID,GEOID,NAME,NAMELSAD,GEOID_FILE,Memory Usage (GB)
0500000US06065,06065,Riverside,Riverside County,"0500000US06065.graphml",1.424904192
0500000US05005,05005,Baxter,Baxter County,"0500000US05005.graphml",0.0971776
0500000US28007,28007,Attala,Attala County,"0500000US28007.graphml",0.043102208
0500000US19169,19169,Story,Story County,"0500000US19169.graphml",0.08727347199999999
0500000US20011,20011,Bourbon,Bourbon County,"0500000US20011.graphml",0.055263231999999995
0500000US51049,51049,Cumberland,Cumberland County,"0500000US51049.graphml",0.011730944000000021
0500000US45085,45085,Sumter,Sumter County,"0500000US45085.graphml",0.174657536
0500000US02164,02164,Lake and Peninsula,Lake and Peninsula Borough,"0500000US02164.graphml",0.007475199999999987
0500000US54109,54109,Wyoming,Wyoming County,"0500000US54109.graphml",0.039620608
0500000US06029,06029,Kern,Kern County,"0500000US06029.graphml",0.7672012800000001
0500000US48097,48097,Cooke,Cooke County,"0500000US48097.graphml",0.07486668800000001
0500000US45075,45075,Orangeburg,Orangeburg County,"0500000US45075.graphml",0.17654169600000003
0500000US55119,55119,Taylor,Taylor County,"0500000US55119.graphml",0.039886848
0500000US27099,27099,Mower,Mower County,"0500000US27099.graphml",0.06453248
0500000US27101,27101,Murray,Murray County,"0500000US27101.graphml",0.02881945600000002
0500000US44007,44007,Providence,Providence County,"0500000US44007.graphml",0.44333055999999993
0500000US29161,29161,Phelps,Phelps County,"0500000US29161.graphml",0.11125555200000004
0500000US28117,28117,Prentiss,Prentiss County,"0500000US28117.graphml",0.04412211200000002
0500000US21235,21235,Whitley,Whitley County,"0500000US21235.graphml",0.06283673599999998
0500000US18149,18149,Starke,Starke County,"0500000US18149.graphml",0.037498879999999984
0500000US48491,48491,Williamson,Williamson County,"0500000US48491.graphml",0.45282918400000005
0500000US72109,72109,Patillas,Patillas Municipio,"0500000US72109.graphml",0.017965056000000007
0500000US19131,19131,Mitchell,Mitchell County,"0500000US19131.graphml",0.02492825600000001
0500000US13107,13107,Emanuel,Emanuel County,"0500000US13107.graphml",0.051630079999999995
0500000US22025,22025,Catahoula,Catahoula Parish,"0500000US22025.graphml",0.03628236800000001
0500000US42025,42025,Carbon,Carbon County,"0500000US42025.graphml",0.077770752
0500000US31133,31133,Pawnee,Pawnee County,"0500000US31133.graphml",0.020406272000000003
0500000US47171,47171,Unicoi,Unicoi County,"0500000US47171.graphml",0.034676736000000014
0500000US45083,45083,Spartanburg,Spartanburg County,"0500000US45083.graphml",0.35966566400000005
0500000US55073,55073,Marathon,Marathon County,"0500000US55073.graphml",0.180977664
0500000US32007,32007,Elko,Elko County,"0500000US32007.graphml",0.07069286400000002
0500000US54007,54007,Braxton,Braxton County,"0500000US54007.graphml",0.02910617600000001
0500000US26165,26165,Wexford,Wexford County,"0500000US26165.graphml",0.04452761599999999
0500000US48079,48079,Cochran,Cochran County,"0500000US48079.graphml",0.03178496
0500000US42013,42013,Blair,Blair County,"0500000US42013.graphml",0.13737984000000003
0500000US29085,29085,Hickory,Hickory County,"0500000US29085.graphml",0.031428608
0500000US29009,29009,Barry,Barry County,"0500000US29009.graphml",0.09541632
0500000US27123,27123,Ramsey,Ramsey County,"0500000US27123.graphml",0.31248383999999996
0500000US05081,05081,Little River,Little River County,"0500000US05081.graphml",0.030433280000000007
0500000US32019,32019,Lyon,Lyon County,"0500000US32019.graphml",0.06665420799999999
0500000US12071,12071,Lee,Lee County,"0500000US12071.graphml",0.7997685760000001
0500000US41033,41033,Josephine,Josephine County,"0500000US41033.graphml",0.07380992
0500000US72091,72091,ManatÃ­,ManatÃ­ Municipio,"0500000US72091.graphml",0.03178905599999998
0500000US28113,28113,Pike,Pike County,"0500000US28113.graphml",0.06690816
0500000US47031,47031,Coffee,Coffee County,"0500000US47031.graphml",0.06870220799999999
0500000US16059,16059,Lemhi,Lemhi County,"0500000US16059.graphml",0.03894067200000001
0500000US21183,21183,Ohio,Ohio County,"0500000US21183.graphml",0.04511744000000001
0500000US31153,31153,Sarpy,Sarpy County,"0500000US31153.graphml",0.178020352
0500000US13071,13071,Colquitt,Colquitt County,"0500000US13071.graphml",0.05987942399999999
0500000US27167,27167,Wilkin,Wilkin County,"0500000US27167.graphml",0.028852223999999982
0500000US17157,17157,Randolph,Randolph County,"0500000US17157.graphml",0.07215513600000001
0500000US23011,23011,Kennebec,Kennebec County,"0500000US23011.graphml",0.15945318399999997
0500000US51173,51173,Smyth,Smyth County,"0500000US51173.graphml",0.043225087999999995
0500000US35041,35041,Roosevelt,Roosevelt County,"0500000US35041.graphml",0.06300467200000001
0500000US42111,42111,Somerset,Somerset County,"0500000US42111.graphml",0.132337664
0500000US51191,51191,Washington,Washington County,"0500000US51191.graphml",0.07831961599999998
0500000US37081,37081,Guilford,Guilford County,"0500000US37081.graphml",0.443609088
0500000US16001,16001,Ada,Ada County,"0500000US16001.graphml",0.414113792
0500000US40039,40039,Custer,Custer County,"0500000US40039.graphml",0.11317247999999999
0500000US39101,39101,Marion,Marion County,"0500000US39101.graphml",0.051073023999999995
0500000US17149,17149,Pike,Pike County,"0500000US17149.graphml",0.05926092799999999
0500000US17203,17203,Woodford,Woodford County,"0500000US17203.graphml",0.057364479999999995
0500000US13245,13245,Richmond,Richmond County,"0500000US13245.graphml",0.17231052800000002
0500000US01107,01107,Pickens,Pickens County,"0500000US01107.graphml",0.054145023999999986
0500000US40045,40045,Ellis,Ellis County,"0500000US40045.graphml",0.04651008000000001
0500000US17145,17145,Perry,Perry County,"0500000US17145.graphml",0.040972287999999996
0500000US19075,19075,Grundy,Grundy County,"0500000US19075.graphml",0.025083904000000018
0500000US08107,08107,Routt,Routt County,"0500000US08107.graphml",0.049250303999999995
0500000US34035,34035,Somerset,Somerset County,"0500000US34035.graphml",0.247799808
0500000US06011,06011,Colusa,Colusa County,"0500000US06011.graphml",0.04634624000000001
0500000US17087,17087,Johnson,Johnson County,"0500000US17087.graphml",0.032182271999999984
0500000US08053,08053,Hinsdale,Hinsdale County,"0500000US08053.graphml",0.007643136000000023
0500000US16031,16031,Cassia,Cassia County,"0500000US16031.graphml",0.08779776
0500000US27059,27059,Isanti,Isanti County,"0500000US27059.graphml",0.06234931199999999
0500000US42049,42049,Erie,Erie County,"0500000US42049.graphml",0.22480896
0500000US28029,28029,Copiah,Copiah County,"0500000US28029.graphml",0.04606771199999998
0500000US48467,48467,Van Zandt,Van Zandt County,"0500000US48467.graphml",0.081719296
0500000US51161,51161,Roanoke,Roanoke County,"0500000US51161.graphml",0.09132441600000002
0500000US51015,51015,Augusta,Augusta County,"0500000US51015.graphml",0.085352448
0500000US02060,02060,Bristol Bay,Bristol Bay Borough,"0500000US02060.graphml",0.007401471999999992
0500000US49031,49031,Piute,Piute County,"0500000US49031.graphml",0.0060006400000000015
0500000US21161,21161,Mason,Mason County,"0500000US21161.graphml",0.031006719999999988
0500000US27009,27009,Benton,Benton County,"0500000US27009.graphml",0.04638720000000002
0500000US48129,48129,Donley,Donley County,"0500000US48129.graphml",0.051101696
0500000US12005,12005,Bay,Bay County,"0500000US12005.graphml",0.20978073600000002
0500000US01077,01077,Lauderdale,Lauderdale County,"0500000US01077.graphml",0.13867417599999998
0500000US18045,18045,Fountain,Fountain County,"0500000US18045.graphml",0.035651583999999986
0500000US17173,17173,Shelby,Shelby County,"0500000US17173.graphml",0.058470400000000006
0500000US17051,17051,Fayette,Fayette County,"0500000US17051.graphml",0.064761856
0500000US39127,39127,Perry,Perry County,"0500000US39127.graphml",0.04487168
0500000US51590,51590,Danville,Danville city,"0500000US51590.graphml",0.04611686400000001
0500000US13011,13011,Banks,Banks County,"0500000US13011.graphml",0.029925376000000004
0500000US13305,13305,Wayne,Wayne County,"0500000US13305.graphml",0.05951487999999999
0500000US40109,40109,Oklahoma,Oklahoma County,"0500000US40109.graphml",0.6749183999999999
0500000US40069,40069,Johnston,Johnston County,"0500000US40069.graphml",0.028323840000000017
0500000US37099,37099,Jackson,Jackson County,"0500000US37099.graphml",0.118542336
0500000US49043,49043,Summit,Summit County,"0500000US49043.graphml",0.06107955200000001
0500000US29167,29167,Polk,Polk County,"0500000US29167.graphml",0.07499776
0500000US32015,32015,Lander,Lander County,"0500000US32015.graphml",0.014770175999999996
0500000US19191,19191,Winneshiek,Winneshiek County,"0500000US19191.graphml",0.05106892800000001
0500000US21023,21023,Bracken,Bracken County,"0500000US21023.graphml",0.012910591999999999
0500000US55037,55037,Florence,Florence County,"0500000US55037.graphml",0.017035263999999994
0500000US54087,54087,Roane,Roane County,"0500000US54087.graphml",0.02421964800000001
0500000US27159,27159,Wadena,Wadena County,"0500000US27159.graphml",0.031174655999999995
0500000US51670,51670,Hopewell,Hopewell city,"0500000US51670.graphml",0.028237823999999995
0500000US17201,17201,Winnebago,Winnebago County,"0500000US17201.graphml",0.254521344
0500000US04007,04007,Gila,Gila County,"0500000US04007.graphml",0.117886976
0500000US24045,24045,Wicomico,Wicomico County,"0500000US24045.graphml",0.099557376
0500000US21043,21043,Carter,Carter County,"0500000US21043.graphml",0.05950259199999999
0500000US37097,37097,Iredell,Iredell County,"0500000US37097.graphml",0.22335897600000001
0500000US51083,51083,Halifax,Halifax County,"0500000US51083.graphml",0.04313497599999999
0500000US37091,37091,Hertford,Hertford County,"0500000US37091.graphml",0.027135999999999993
0500000US36057,36057,Montgomery,Montgomery County,"0500000US36057.graphml",0.05649612800000001
0500000US27113,27113,Pennington,Pennington County,"0500000US27113.graphml",0.033280000000000004
0500000US53073,53073,Whatcom,Whatcom County,"0500000US53073.graphml",0.182132736
0500000US41021,41021,Gilliam,Gilliam County,"0500000US41021.graphml",0.011186175999999992
0500000US34029,34029,Ocean,Ocean County,"0500000US34029.graphml",0.523194368
0500000US05009,05009,Boone,Boone County,"0500000US05009.graphml",0.08111718400000001
0500000US40031,40031,Comanche,Comanche County,"0500000US40031.graphml",0.15943679999999996
0500000US48253,48253,Jones,Jones County,"0500000US48253.graphml",0.05599641600000002
0500000US48185,48185,Grimes,Grimes County,"0500000US48185.graphml",0.043761664000000006
0500000US26049,26049,Genesee,Genesee County,"0500000US26049.graphml",0.294998016
0500000US22007,22007,Assumption,Assumption Parish,"0500000US22007.graphml",0.027500543999999988
0500000US28013,28013,Calhoun,Calhoun County,"0500000US28013.graphml",0.03015475199999998
0500000US28041,28041,Greene,Greene County,"0500000US28041.graphml",0.029515775999999994
0500000US30017,30017,Custer,Custer County,"0500000US30017.graphml",0.041619456
0500000US46109,46109,Roberts,Roberts County,"0500000US46109.graphml",0.049291264
0500000US17141,17141,Ogle,Ogle County,"0500000US17141.graphml",0.076644352
0500000US38077,38077,Richland,Richland County,"0500000US38077.graphml",0.051871744
0500000US55005,55005,Barron,Barron County,"0500000US55005.graphml",0.08849817599999998
0500000US55051,55051,Iron,Iron County,"0500000US55051.graphml",0.032722943999999976
0500000US27157,27157,Wabasha,Wabasha County,"0500000US27157.graphml",0.055807999999999996
0500000US06015,06015,Del Norte,Del Norte County,"0500000US06015.graphml",0.05803212799999999
0500000US40127,40127,Pushmataha,Pushmataha County,"0500000US40127.graphml",0.038027264000000005
0500000US53007,53007,Chelan,Chelan County,"0500000US53007.graphml",0.102137856
0500000US26141,26141,Presque Isle,Presque Isle County,"0500000US26141.graphml",0.04050124800000002
0500000US40027,40027,Cleveland,Cleveland County,"0500000US40027.graphml",0.24116838399999999
0500000US36105,36105,Sullivan,Sullivan County,"0500000US36105.graphml",0.14311423999999998
0500000US37149,37149,Polk,Polk County,"0500000US37149.graphml",0.04007116799999999
0500000US37165,37165,Scotland,Scotland County,"0500000US37165.graphml",0.04959027200000002
0500000US37085,37085,Harnett,Harnett County,"0500000US37085.graphml",0.147505152
0500000US37105,37105,Lee,Lee County,"0500000US37105.graphml",0.066998272
0500000US18159,18159,Tipton,Tipton County,"0500000US18159.graphml",0.02537471999999999
0500000US20027,20027,Clay,Clay County,"0500000US20027.graphml",0.04121804800000001
0500000US40145,40145,Wagoner,Wagoner County,"0500000US40145.graphml",0.11159552
0500000US30083,30083,Richland,Richland County,"0500000US30083.graphml",0.025714687999999986
0500000US05003,05003,Ashley,Ashley County,"0500000US05003.graphml",0.05770035200000001
0500000US05041,05041,Desha,Desha County,"0500000US05041.graphml",0.030724096000000006
0500000US72147,72147,Vieques,Vieques Municipio,"0500000US72147.graphml",0.012955647999999986
0500000US47135,47135,Perry,Perry County,"0500000US47135.graphml",0.022343680000000005
0500000US27163,27163,Washington,Washington County,"0500000US27163.graphml",0.23164108799999997
0500000US51740,51740,Portsmouth,Portsmouth city,"0500000US51740.graphml",0.08294399999999999
0500000US42051,42051,Fayette,Fayette County,"0500000US42051.graphml",0.17068441599999998
0500000US54023,54023,Grant,Grant County,"0500000US54023.graphml",0.016355328000000002
0500000US51171,51171,Shenandoah,Shenandoah County,"0500000US51171.graphml",0.05905612800000001
0500000US48235,48235,Irion,Irion County,"0500000US48235.graphml",0.015495168000000004
0500000US29025,29025,Caldwell,Caldwell County,"0500000US29025.graphml",0.03457843199999999
0500000US12107,12107,Putnam,Putnam County,"0500000US12107.graphml",0.16735436800000003
0500000US18025,18025,Crawford,Crawford County,"0500000US18025.graphml",0.024018943999999987
0500000US29111,29111,Lewis,Lewis County,"0500000US29111.graphml",0.025178112000000002
0500000US31075,31075,Grant,Grant County,"0500000US31075.graphml",0.003309567999999985
0500000US72087,72087,LoÃ­za,LoÃ­za Municipio,"0500000US72087.graphml",0.01723187200000001
0500000US16071,16071,Oneida,Oneida County,"0500000US16071.graphml",0.031444992000000005
0500000US17139,17139,Moultrie,Moultrie County,"0500000US17139.graphml",0.03289497600000002
0500000US21107,21107,Hopkins,Hopkins County,"0500000US21107.graphml",0.070139904
0500000US16035,16035,Clearwater,Clearwater County,"0500000US16035.graphml",0.06635929600000001
0500000US21013,21013,Bell,Bell County,"0500000US21013.graphml",0.055304192
0500000US27035,27035,Crow Wing,Crow Wing County,"0500000US27035.graphml",0.133996544
0500000US60050,60050,Western,Western District,"0500000US60050.graphml",0.01761689600000002
0500000US72011,72011,AÃ±asco,AÃ±asco Municipio,"0500000US72011.graphml",0.023363583999999993
0500000US04009,04009,Graham,Graham County,"0500000US04009.graphml",0.053313535999999995
0500000US05123,05123,St. Francis,St. Francis County,"0500000US05123.graphml",0.052506624
0500000US13101,13101,Echols,Echols County,"0500000US13101.graphml",0.017027072000000004
0500000US02070,02070,Dillingham,Dillingham Census Area,"0500000US02070.graphml",0.007651327999999985
0500000US20105,20105,Lincoln,Lincoln County,"0500000US20105.graphml",0.02774220799999999
0500000US20183,20183,Smith,Smith County,"0500000US20183.graphml",0.036745216
0500000US12065,12065,Jefferson,Jefferson County,"0500000US12065.graphml",0.028594176
0500000US72041,72041,Cidra,Cidra Municipio,"0500000US72041.graphml",0.037867520000000016
0500000US28005,28005,Amite,Amite County,"0500000US28005.graphml",0.029904895999999986
0500000US05097,05097,Montgomery,Montgomery County,"0500000US05097.graphml",0.05101977600000002
0500000US26025,26025,Calhoun,Calhoun County,"0500000US26025.graphml",0.135622656
0500000US01029,01029,Cleburne,Cleburne County,"0500000US01029.graphml",0.046874624000000004
0500000US08123,08123,Weld,Weld County,"0500000US08123.graphml",0.32314982400000003
0500000US40009,40009,Beckham,Beckham County,"0500000US40009.graphml",0.07135232
0500000US06049,06049,Modoc,Modoc County,"0500000US06049.graphml",0.05228134400000001
0500000US19153,19153,Polk,Polk County,"0500000US19153.graphml",0.332935168
0500000US13179,13179,Liberty,Liberty County,"0500000US13179.graphml",0.08184217599999999
0500000US48349,48349,Navarro,Navarro County,"0500000US48349.graphml",0.16243507199999999
0500000US48047,48047,Brooks,Brooks County,"0500000US48047.graphml",0.04371660799999999
0500000US47187,47187,Williamson,Williamson County,"0500000US47187.graphml",0.21172223999999998
0500000US56021,56021,Laramie,Laramie County,"0500000US56021.graphml",0.129732608
0500000US53003,53003,Asotin,Asotin County,"0500000US53003.graphml",0.02620620800000001
0500000US27155,27155,Traverse,Traverse County,"0500000US27155.graphml",0.026103808000000006
0500000US17017,17017,Cass,Cass County,"0500000US17017.graphml",0.036114432
0500000US13247,13247,Rockdale,Rockdale County,"0500000US13247.graphml",0.073416704
0500000US42067,42067,Juniata,Juniata County,"0500000US42067.graphml",0.03522150399999999
0500000US42083,42083,McKean,McKean County,"0500000US42083.graphml",0.06181273600000001
0500000US40049,40049,Garvin,Garvin County,"0500000US40049.graphml",0.07010713600000001
0500000US31021,31021,Burt,Burt County,"0500000US31021.graphml",0.02576793599999999
0500000US35045,35045,San Juan,San Juan County,"0500000US35045.graphml",0.26054246400000003
0500000US36073,36073,Orleans,Orleans County,"0500000US36073.graphml",0.031166463999999977
0500000US22031,22031,De Soto,De Soto Parish,"0500000US22031.graphml",0.07744716800000001
0500000US06019,06019,Fresno,Fresno County,"0500000US06019.graphml",0.6525952
0500000US13105,13105,Elbert,Elbert County,"0500000US13105.graphml",0.032444416000000004
0500000US01005,01005,Barbour,Barbour County,"0500000US01005.graphml",0.051453952
0500000US37017,37017,Bladen,Bladen County,"0500000US37017.graphml",0.053850112000000006
0500000US48111,48111,Dallam,Dallam County,"0500000US48111.graphml",0.02185625599999999
0500000US17167,17167,Sangamon,Sangamon County,"0500000US17167.graphml",0.24373247999999997
0500000US40035,40035,Craig,Craig County,"0500000US40035.graphml",0.03790438400000001
0500000US47035,47035,Cumberland,Cumberland County,"0500000US47035.graphml",0.105619456
0500000US26137,26137,Otsego,Otsego County,"0500000US26137.graphml",0.047431680000000004
0500000US19161,19161,Sac,Sac County,"0500000US19161.graphml",0.03364864000000001
0500000US49015,49015,Emery,Emery County,"0500000US49015.graphml",0.023449599999999987
0500000US53019,53019,Ferry,Ferry County,"0500000US53019.graphml",0.05823283200000001
0500000US30109,30109,Wibaux,Wibaux County,"0500000US30109.graphml",0.0068689919999999904
0500000US35027,35027,Lincoln,Lincoln County,"0500000US35027.graphml",0.08263679999999998
0500000US40021,40021,Cherokee,Cherokee County,"0500000US40021.graphml",0.10549247999999997
0500000US27173,27173,Yellow Medicine,Yellow Medicine County,"0500000US27173.graphml",0.033529856000000025
0500000US48231,48231,Hunt,Hunt County,"0500000US48231.graphml",0.234020864
0500000US48335,48335,Mitchell,Mitchell County,"0500000US48335.graphml",0.038899712
0500000US48499,48499,Wood,Wood County,"0500000US48499.graphml",0.091922432
0500000US40113,40113,Osage,Osage County,"0500000US40113.graphml",0.11357388800000001
0500000US37039,37039,Cherokee,Cherokee County,"0500000US37039.graphml",0.08445952000000001
0500000US26107,26107,Mecosta,Mecosta County,"0500000US26107.graphml",0.06432768
0500000US21195,21195,Pike,Pike County,"0500000US21195.graphml",0.06670335999999999
0500000US12067,12067,Lafayette,Lafayette County,"0500000US12067.graphml",0.013426687999999992
0500000US37035,37035,Catawba,Catawba County,"0500000US37035.graphml",0.19222527999999997
0500000US21025,21025,Breathitt,Breathitt County,"0500000US21025.graphml",0.03112140799999999
0500000US48075,48075,Childress,Childress County,"0500000US48075.graphml",0.036491263999999995
0500000US29181,29181,Ripley,Ripley County,"0500000US29181.graphml",0.02800844799999999
0500000US17179,17179,Tazewell,Tazewell County,"0500000US17179.graphml",0.141115392
0500000US48243,48243,Jeff Davis,Jeff Davis County,"0500000US48243.graphml",0.013410304000000012
0500000US51678,51678,Lexington,Lexington city,"0500000US51678.graphml",0.006578175999999991
0500000US05135,05135,Sharp,Sharp County,"0500000US05135.graphml",0.061693951999999996
0500000US08069,08069,Larimer,Larimer County,"0500000US08069.graphml",0.36668620800000007
0500000US37177,37177,Tyrrell,Tyrrell County,"0500000US37177.graphml",0.010178560000000003
0500000US27131,27131,Rice,Rice County,"0500000US27131.graphml",0.07681638399999999
0500000US29219,29219,Warren,Warren County,"0500000US29219.graphml",0.060973056
0500000US21227,21227,Warren,Warren County,"0500000US21227.graphml",0.12130713600000001
0500000US22017,22017,Caddo,Caddo Parish,"0500000US22017.graphml",0.275427328
0500000US46121,46121,Todd,Todd County,"0500000US46121.graphml",0.023474176000000013
0500000US19127,19127,Marshall,Marshall County,"0500000US19127.graphml",0.04933222399999998
0500000US40141,40141,Tillman,Tillman County,"0500000US40141.graphml",0.040288255999999995
0500000US37113,37113,Macon,Macon County,"0500000US37113.graphml",0.106668032
0500000US54063,54063,Monroe,Monroe County,"0500000US54063.graphml",0.02309734400000002
0500000US18155,18155,Switzerland,Switzerland County,"0500000US18155.graphml",0.019513344000000016
0500000US21105,21105,Hickman,Hickman County,"0500000US21105.graphml",0.01538867200000002
0500000US01061,01061,Geneva,Geneva County,"0500000US01061.graphml",0.05644697600000001
0500000US17099,17099,LaSalle,LaSalle County,"0500000US17099.graphml",0.14389657599999997
0500000US19055,19055,Delaware,Delaware County,"0500000US19055.graphml",0.038055935999999985
0500000US20127,20127,Morris,Morris County,"0500000US20127.graphml",0.035291136
0500000US19051,19051,Davis,Davis County,"0500000US19051.graphml",0.024162303999999996
0500000US16015,16015,Boise,Boise County,"0500000US16015.graphml",0.053366784
0500000US55081,55081,Monroe,Monroe County,"0500000US55081.graphml",0.09338470399999999
0500000US37143,37143,Perquimans,Perquimans County,"0500000US37143.graphml",0.024326143999999994
0500000US12047,12047,Hamilton,Hamilton County,"0500000US12047.graphml",0.028151808
0500000US02170,02170,Matanuska-Susitna,Matanuska-Susitna Borough,"0500000US02170.graphml",0.14946303999999996
0500000US18035,18035,Delaware,Delaware County,"0500000US18035.graphml",0.12143820800000002
0500000US12075,12075,Levy,Levy County,"0500000US12075.graphml",0.10976051200000003
0500000US72063,72063,Gurabo,Gurabo Municipio,"0500000US72063.graphml",0.035151872
0500000US72065,72065,Hatillo,Hatillo Municipio,"0500000US72065.graphml",0.03038822399999999
0500000US28045,28045,Hancock,Hancock County,"0500000US28045.graphml",0.099667968
0500000US13315,13315,Wilcox,Wilcox County,"0500000US13315.graphml",0.01873100800000002
0500000US22081,22081,Red River,Red River Parish,"0500000US22081.graphml",0.013381632000000004
0500000US47093,47093,Knox,Knox County,"0500000US47093.graphml",0.39850393600000006
0500000US23017,23017,Oxford,Oxford County,"0500000US23017.graphml",0.10755276799999999
0500000US29095,29095,Jackson,Jackson County,"0500000US29095.graphml",0.58660864
0500000US13281,13281,Towns,Towns County,"0500000US13281.graphml",0.033570816
0500000US28129,28129,Smith,Smith County,"0500000US28129.graphml",0.03226009599999999
0500000US16075,16075,Payette,Payette County,"0500000US16075.graphml",0.051904511999999986
0500000US16079,16079,Shoshone,Shoshone County,"0500000US16079.graphml",0.06302105600000002
0500000US37095,37095,Hyde,Hyde County,"0500000US37095.graphml",0.013570048000000001
0500000US19067,19067,Floyd,Floyd County,"0500000US19067.graphml",0.042733568
0500000US21145,21145,McCracken,McCracken County,"0500000US21145.graphml",0.08471347200000001
0500000US21225,21225,Union,Union County,"0500000US21225.graphml",0.039026688000000004
0500000US46125,46125,Turner,Turner County,"0500000US46125.graphml",0.028639231999999987
0500000US47029,47029,Cocke,Cocke County,"0500000US47029.graphml",0.06540902399999998
0500000US47067,47067,Hancock,Hancock County,"0500000US47067.graphml",0.019468288
0500000US47071,47071,Hardin,Hardin County,"0500000US47071.graphml",0.06712115200000002
0500000US45067,45067,Marion,Marion County,"0500000US45067.graphml",0.07267532800000001
0500000US72057,72057,Guayama,Guayama Municipio,"0500000US72057.graphml",0.03649126400000002
0500000US22117,22117,Washington,Washington Parish,"0500000US22117.graphml",0.08298496
0500000US29207,29207,Stoddard,Stoddard County,"0500000US29207.graphml",0.07815168
0500000US13093,13093,Dooly,Dooly County,"0500000US13093.graphml",0.029921279999999995
0500000US27145,27145,Stearns,Stearns County,"0500000US27145.graphml",0.191373312
0500000US31155,31155,Saunders,Saunders County,"0500000US31155.graphml",0.056315904
0500000US27141,27141,Sherburne,Sherburne County,"0500000US27141.graphml",0.09807052799999996
0500000US46035,46035,Davison,Davison County,"0500000US46035.graphml",0.03527065600000001
0500000US47025,47025,Claiborne,Claiborne County,"0500000US47025.graphml",0.06166528000000002
0500000US48337,48337,Montague,Montague County,"0500000US48337.graphml",0.07006617599999998
0500000US48049,48049,Brown,Brown County,"0500000US48049.graphml",0.09196748800000001
0500000US55101,55101,Racine,Racine County,"0500000US55101.graphml",0.15946547200000002
0500000US55115,55115,Shawano,Shawano County,"0500000US55115.graphml",0.068124672
0500000US19009,19009,Audubon,Audubon County,"0500000US19009.graphml",0.02297856000000001
0500000US48207,48207,Haskell,Haskell County,"0500000US48207.graphml",0.04897996800000001
0500000US40083,40083,Logan,Logan County,"0500000US40083.graphml",0.10104012799999998
0500000US36065,36065,Oneida,Oneida County,"0500000US36065.graphml",0.195330048
0500000US08065,08065,Lake,Lake County,"0500000US08065.graphml",0.015028224000000007
0500000US40121,40121,Pittsburg,Pittsburg County,"0500000US40121.graphml",0.12003327999999999
0500000US54017,54017,Doddridge,Doddridge County,"0500000US54017.graphml",0.015482880000000004
0500000US54105,54105,Wirt,Wirt County,"0500000US54105.graphml",0.014286847999999991
0500000US33003,33003,Carroll,Carroll County,"0500000US33003.graphml",0.14002176
0500000US54095,54095,Tyler,Tyler County,"0500000US54095.graphml",0.016433152000000006
0500000US27079,27079,Le Sueur,Le Sueur County,"0500000US27079.graphml",0.051859456000000026
0500000US53017,53017,Douglas,Douglas County,"0500000US53017.graphml",0.06674022400000001
0500000US36009,36009,Cattaraugus,Cattaraugus County,"0500000US36009.graphml",0.10533273600000001
0500000US55027,55027,Dodge,Dodge County,"0500000US55027.graphml",0.11301683199999998
0500000US19105,19105,Jones,Jones County,"0500000US19105.graphml",0.043220991999999986
0500000US20007,20007,Barber,Barber County,"0500000US20007.graphml",0.036360191999999986
0500000US29169,29169,Pulaski,Pulaski County,"0500000US29169.graphml",0.07148748799999999
0500000US01045,01045,Dale,Dale County,"0500000US01045.graphml",0.08115814400000002
0500000US20109,20109,Logan,Logan County,"0500000US20109.graphml",0.022302719999999998
0500000US06039,06039,Madera,Madera County,"0500000US06039.graphml",0.143998976
0500000US29075,29075,Gentry,Gentry County,"0500000US29075.graphml",0.026456064
0500000US31009,31009,Blaine,Blaine County,"0500000US31009.graphml",0.0044482560000000115
0500000US49009,49009,Daggett,Daggett County,"0500000US49009.graphml",0.005226495999999997
0500000US56031,56031,Platte,Platte County,"0500000US56031.graphml",0.031272960000000016
0500000US37071,37071,Gaston,Gaston County,"0500000US37071.graphml",0.240287744
0500000US35019,35019,Guadalupe,Guadalupe County,"0500000US35019.graphml",0.060633088
0500000US30037,30037,Golden Valley,Golden Valley County,"0500000US30037.graphml",0.016736256000000005
0500000US37101,37101,Johnston,Johnston County,"0500000US37101.graphml",0.19803750399999998
0500000US06085,06085,Santa Clara,Santa Clara County,"0500000US06085.graphml",0.86194176
0500000US45019,45019,Charleston,Charleston County,"0500000US45019.graphml",0.38658867199999997
0500000US53005,53005,Benton,Benton County,"0500000US53005.graphml",0.183943168
0500000US29001,29001,Adair,Adair County,"0500000US29001.graphml",0.042102784000000004
0500000US39043,39043,Erie,Erie County,"0500000US39043.graphml",0.06699007999999998
0500000US17183,17183,Vermilion,Vermilion County,"0500000US17183.graphml",0.116985856
0500000US29189,29189,St. Louis,St. Louis County,"0500000US29189.graphml",0.87730176
0500000US17007,17007,Boone,Boone County,"0500000US17007.graphml",0.05189222399999999
0500000US06103,06103,Tehama,Tehama County,"0500000US06103.graphml",0.11481497599999999
0500000US55025,55025,Dane,Dane County,"0500000US55025.graphml",0.47379251199999994
0500000US48151,48151,Fisher,Fisher County,"0500000US48151.graphml",0.05191680000000001
0500000US22085,22085,Sabine,Sabine Parish,"0500000US22085.graphml",0.092086272
0500000US17137,17137,Morgan,Morgan County,"0500000US17137.graphml",0.06685081599999998
0500000US13235,13235,Pulaski,Pulaski County,"0500000US13235.graphml",0.020090880000000005
0500000US37015,37015,Bertie,Bertie County,"0500000US37015.graphml",0.031883263999999994
