FGEOID,GEOID,NAME,NAMELSAD,GEOID_FILE,Memory Usage (GB)
0500000US18165,18165,Vermillion,Vermillion County,"0500000US18165.graphml",0.04521984000000001
0500000US26143,26143,Roscommon,Roscommon County,"0500000US26143.graphml",0.06494208000000001
0500000US37005,37005,Alleghany,Alleghany County,"0500000US37005.graphml",0.044036096
0500000US06035,06035,Lassen,Lassen County,"0500000US06035.graphml",0.08566374399999999
0500000US51610,51610,Falls Church,Falls Church city,"0500000US51610.graphml",0.008196096000000014
0500000US12081,12081,Manatee,Manatee County,"0500000US12081.graphml",0.326631424
0500000US39119,39119,Muskingum,Muskingum County,"0500000US39119.graphml",0.09918054400000001
0500000US08015,08015,Chaffee,Chaffee County,"0500000US08015.graphml",0.04057907200000002
0500000US08025,08025,Crowley,Crowley County,"0500000US08025.graphml",0.016183295999999986
0500000US08043,08043,Fremont,Fremont County,"0500000US08043.graphml",0.054263808
0500000US28109,28109,Pearl River,Pearl River County,"0500000US28109.graphml",0.09360998400000003
0500000US28111,28111,Perry,Perry County,"0500000US28111.graphml",0.03220684800000001
0500000US31041,31041,Custer,Custer County,"0500000US31041.graphml",0.052027392000000006
0500000US12013,12013,Calhoun,Calhoun County,"0500000US12013.graphml",0.025567231999999995
0500000US21117,21117,Kenton,Kenton County,"0500000US21117.graphml",0.108302336
0500000US19037,19037,Chickasaw,Chickasaw County,"0500000US19037.graphml",0.03166208000000001
0500000US17037,17037,DeKalb,DeKalb County,"0500000US17037.graphml",0.08931328
0500000US19081,19081,Hancock,Hancock County,"0500000US19081.graphml",0.029491199999999995
0500000US38089,38089,Stark,Stark County,"0500000US38089.graphml",0.04213555200000002
0500000US26095,26095,Luce,Luce County,"0500000US26095.graphml",0.019722240000000002
0500000US40019,40019,Carter,Carter County,"0500000US40019.graphml",0.097185792
0500000US37139,37139,Pasquotank,Pasquotank County,"0500000US37139.graphml",0.041254912000000005
0500000US35055,35055,Taos,Taos County,"0500000US35055.graphml",0.083570688
0500000US28011,28011,Bolivar,Bolivar County,"0500000US28011.graphml",0.056254464000000004
0500000US32023,32023,Nye,Nye County,"0500000US32023.graphml",0.09867263999999998
0500000US47073,47073,Hawkins,Hawkins County,"0500000US47073.graphml",0.078381056
0500000US38011,38011,Bowman,Bowman County,"0500000US38011.graphml",0.011829248000000014
0500000US42057,42057,Fulton,Fulton County,"0500000US42057.graphml",0.031584256000000005
0500000US22055,22055,Lafayette,Lafayette Parish,"0500000US22055.graphml",0.208351232
0500000US48237,48237,Jack,Jack County,"0500000US48237.graphml",0.04093132799999999
0500000US17175,17175,Stark,Stark County,"0500000US17175.graphml",0.015335424000000014
0500000US40055,40055,Greer,Greer County,"0500000US40055.graphml",0.04718182400000001
0500000US48211,48211,Hemphill,Hemphill County,"0500000US48211.graphml",0.016973824
0500000US16069,16069,Nez Perce,Nez Perce County,"0500000US16069.graphml",0.05689343999999999
0500000US46129,46129,Walworth,Walworth County,"0500000US46129.graphml",0.023691264000000017
0500000US06055,06055,Napa,Napa County,"0500000US06055.graphml",0.09643622399999999
0500000US40033,40033,Cotton,Cotton County,"0500000US40033.graphml",0.030949376
0500000US29221,29221,Washington,Washington County,"0500000US29221.graphml",0.059936768
0500000US36011,36011,Cayuga,Cayuga County,"0500000US36011.graphml",0.07430144
0500000US48417,48417,Shackelford,Shackelford County,"0500000US48417.graphml",0.07814348799999998
0500000US48407,48407,San Jacinto,San Jacinto County,"0500000US48407.graphml",0.06699417600000002
0500000US19061,19061,Dubuque,Dubuque County,"0500000US19061.graphml",0.10128998399999997
0500000US51075,51075,Goochland,Goochland County,"0500000US51075.graphml",0.037359615999999984
0500000US20181,20181,Sherman,Sherman County,"0500000US20181.graphml",0.04032511999999999
0500000US39139,39139,Richland,Richland County,"0500000US39139.graphml",0.12588236800000002
0500000US17001,17001,Adams,Adams County,"0500000US17001.graphml",0.10276454400000001
0500000US39021,39021,Champaign,Champaign County,"0500000US39021.graphml",0.03903488000000002
0500000US33019,33019,Sullivan,Sullivan County,"0500000US33019.graphml",0.06727270399999999
0500000US17075,17075,Iroquois,Iroquois County,"0500000US17075.graphml",0.083808256
0500000US19157,19157,Poweshiek,Poweshiek County,"0500000US19157.graphml",0.042582016
0500000US39169,39169,Wayne,Wayne County,"0500000US39169.graphml",0.088580096
0500000US13113,13113,Fayette,Fayette County,"0500000US13113.graphml",0.10493542400000003
0500000US13141,13141,Hancock,Hancock County,"0500000US13141.graphml",0.029208575999999986
0500000US48259,48259,Kendall,Kendall County,"0500000US48259.graphml",0.05745049600000002
0500000US36039,36039,Greene,Greene County,"0500000US36039.graphml",0.08571699200000002
0500000US51137,51137,Orange,Orange County,"0500000US51137.graphml",0.05216256
0500000US40089,40089,McCurtain,McCurtain County,"0500000US40089.graphml",0.11019059200000003
0500000US13277,13277,Tift,Tift County,"0500000US13277.graphml",0.05460377599999999
0500000US31025,31025,Cass,Cass County,"0500000US31025.graphml",0.05423104000000001
0500000US46077,46077,Kingsbury,Kingsbury County,"0500000US46077.graphml",0.028344320000000006
0500000US56009,56009,Converse,Converse County,"0500000US56009.graphml",0.063533056
0500000US36043,36043,Herkimer,Herkimer County,"0500000US36043.graphml",0.08171519999999999
0500000US38047,38047,Logan,Logan County,"0500000US38047.graphml",0.012484608000000008
0500000US26053,26053,Gogebic,Gogebic County,"0500000US26053.graphml",0.040161279999999994
0500000US27005,27005,Becker,Becker County,"0500000US27005.graphml",0.075264
0500000US01095,01095,Marshall,Marshall County,"0500000US01095.graphml",0.14066073599999998
0500000US47173,47173,Union,Union County,"0500000US47173.graphml",0.029696
0500000US54057,54057,Mineral,Mineral County,"0500000US54057.graphml",0.035512319999999986
0500000US55003,55003,Ashland,Ashland County,"0500000US55003.graphml",0.045740032000000014
0500000US17053,17053,Ford,Ford County,"0500000US17053.graphml",0.03405824000000002
0500000US38029,38029,Emmons,Emmons County,"0500000US38029.graphml",0.017149951999999996
0500000US06089,06089,Shasta,Shasta County,"0500000US06089.graphml",0.270749696
0500000US22113,22113,Vermilion,Vermilion Parish,"0500000US22113.graphml",0.077795328
0500000US05121,05121,Randolph,Randolph County,"0500000US05121.graphml",0.03557785599999999
0500000US55085,55085,Oneida,Oneida County,"0500000US55085.graphml",0.11769856000000001
0500000US22035,22035,East Carroll,East Carroll Parish,"0500000US22035.graphml",0.01695743999999999
0500000US22037,22037,East Feliciana,East Feliciana Parish,"0500000US22037.graphml",0.020086783999999996
0500000US22087,22087,St. Bernard,St. Bernard Parish,"0500000US22087.graphml",0.04637081599999998
0500000US48481,48481,Wharton,Wharton County,"0500000US48481.graphml",0.07196672000000001
0500000US02198,02198,Prince of Wales-Hyder,Prince of Wales-Hyder Census Area,"0500000US02198.graphml",0.01564262400000002
0500000US02195,02195,Petersburg,Petersburg Borough,"0500000US02195.graphml",0.004972543999999995
0500000US48153,48153,Floyd,Floyd County,"0500000US48153.graphml",0.04962713599999999
0500000US02275,02275,Wrangell,Wrangell City and Borough,"0500000US02275.graphml",0.004898816
0500000US21151,21151,Madison,Madison County,"0500000US21151.graphml",0.09273343999999997
0500000US47009,47009,Blount,Blount County,"0500000US47009.graphml",0.144760832
0500000US30031,30031,Gallatin,Gallatin County,"0500000US30031.graphml",0.14271692800000002
0500000US45031,45031,Darlington,Darlington County,"0500000US45031.graphml",0.11797299199999997
0500000US01053,01053,Escambia,Escambia County,"0500000US01053.graphml",0.09265151999999999
0500000US13143,13143,Haralson,Haralson County,"0500000US13143.graphml",0.04851712
0500000US20001,20001,Allen,Allen County,"0500000US20001.graphml",0.04936908799999998
0500000US17041,17041,Douglas,Douglas County,"0500000US17041.graphml",0.03942399999999999
0500000US51079,51079,Greene,Greene County,"0500000US51079.graphml",0.023543808
0500000US66010,66010,Guam,Guam,"0500000US66010.graphml",0.11796479999999998
0500000US55137,55137,Waushara,Waushara County,"0500000US55137.graphml",0.05547212800000001
0500000US05065,05065,Izard,Izard County,"0500000US05065.graphml",0.042999808
0500000US06053,06053,Monterey,Monterey County,"0500000US06053.graphml",0.29929472
0500000US35017,35017,Grant,Grant County,"0500000US35017.graphml",0.08529510399999998
0500000US29131,29131,Miller,Miller County,"0500000US29131.graphml",0.044634112000000004
0500000US37193,37193,Wilkes,Wilkes County,"0500000US37193.graphml",0.10045849600000001
0500000US02110,02110,Juneau,Juneau City and Borough,"0500000US02110.graphml",0.02398207999999999
0500000US29165,29165,Platte,Platte County,"0500000US29165.graphml",0.11958681600000001
0500000US29021,29021,Buchanan,Buchanan County,"0500000US29021.graphml",0.10410803199999999
0500000US01083,01083,Limestone,Limestone County,"0500000US01083.graphml",0.10116300799999997
0500000US18065,18065,Henry,Henry County,"0500000US18065.graphml",0.065937408
0500000US31143,31143,Polk,Polk County,"0500000US31143.graphml",0.02197504
0500000US39123,39123,Ottawa,Ottawa County,"0500000US39123.graphml",0.06438502399999999
0500000US27107,27107,Norman,Norman County,"0500000US27107.graphml",0.032002048000000005
0500000US19165,19165,Shelby,Shelby County,"0500000US19165.graphml",0.033861632
0500000US24013,24013,Carroll,Carroll County,"0500000US24013.graphml",0.12822118400000002
0500000US19011,19011,Benton,Benton County,"0500000US19011.graphml",0.04782899199999999
0500000US21159,21159,Martin,Martin County,"0500000US21159.graphml",0.017670144
0500000US27025,27025,Chisago,Chisago County,"0500000US27025.graphml",0.07358464
0500000US21189,21189,Owsley,Owsley County,"0500000US21189.graphml",0.016502783999999993
0500000US42015,42015,Bradford,Bradford County,"0500000US42015.graphml",0.09640755200000001
0500000US54029,54029,Hancock,Hancock County,"0500000US54029.graphml",0.04100096
0500000US29051,29051,Cole,Cole County,"0500000US29051.graphml",0.07165952
0500000US26021,26021,Berrien,Berrien County,"0500000US26021.graphml",0.183906304
0500000US42061,42061,Huntingdon,Huntingdon County,"0500000US42061.graphml",0.070656
0500000US31045,31045,Dawes,Dawes County,"0500000US31045.graphml",0.019939328000000006
0500000US51141,51141,Patrick,Patrick County,"0500000US51141.graphml",0.03300556800000001
0500000US26119,26119,Montmorency,Montmorency County,"0500000US26119.graphml",0.03454976000000001
0500000US26135,26135,Oscoda,Oscoda County,"0500000US26135.graphml",0.03223142400000001
0500000US35007,35007,Colfax,Colfax County,"0500000US35007.graphml",0.08246067200000001
0500000US17163,17163,St. Clair,St. Clair County,"0500000US17163.graphml",0.30816256
0500000US17189,17189,Washington,Washington County,"0500000US17189.graphml",0.042315776
0500000US42009,42009,Bedford,Bedford County,"0500000US42009.graphml",0.158277632
0500000US05127,05127,Scott,Scott County,"0500000US05127.graphml",0.027131903999999984
0500000US20099,20099,Labette,Labette County,"0500000US20099.graphml",0.067682304
0500000US42073,42073,Lawrence,Lawrence County,"0500000US42073.graphml",0.110014464
0500000US39067,39067,Harrison,Harrison County,"0500000US39067.graphml",0.040030207999999984
0500000US37003,37003,Alexander,Alexander County,"0500000US37003.graphml",0.05713100800000001
0500000US34009,34009,Cape May,Cape May County,"0500000US34009.graphml",0.14628454400000002
0500000US33005,33005,Cheshire,Cheshire County,"0500000US33005.graphml",0.111669248
0500000US27089,27089,Marshall,Marshall County,"0500000US27089.graphml",0.053252096
0500000US51101,51101,King William,King William County,"0500000US51101.graphml",0.056111103999999995
0500000US08055,08055,Huerfano,Huerfano County,"0500000US08055.graphml",0.032784384
0500000US48255,48255,Karnes,Karnes County,"0500000US48255.graphml",0.052379648
0500000US47023,47023,Chester,Chester County,"0500000US47023.graphml",0.021848064
0500000US17171,17171,Scott,Scott County,"0500000US17171.graphml",0.023900160000000004
0500000US49027,49027,Millard,Millard County,"0500000US49027.graphml",0.026984447999999994
0500000US49029,49029,Morgan,Morgan County,"0500000US49029.graphml",0.010657792
0500000US48257,48257,Kaufman,Kaufman County,"0500000US48257.graphml",0.223789056
0500000US04011,04011,Greenlee,Greenlee County,"0500000US04011.graphml",0.025321471999999984
0500000US04013,04013,Maricopa,Maricopa County,"0500000US04013.graphml",3.1712133120000003
0500000US26129,26129,Ogemaw,Ogemaw County,"0500000US26129.graphml",0.046309375999999985
0500000US47087,47087,Jackson,Jackson County,"0500000US47087.graphml",0.025411584000000015
0500000US17159,17159,Richland,Richland County,"0500000US17159.graphml",0.03851059200000001
0500000US01009,01009,Blount,Blount County,"0500000US01009.graphml",0.10438246399999998
0500000US30051,30051,Liberty,Liberty County,"0500000US30051.graphml",0.018812928000000007
0500000US48131,48131,Duval,Duval County,"0500000US48131.graphml",0.021471232000000007
0500000US29173,29173,Ralls,Ralls County,"0500000US29173.graphml",0.032301055999999995
0500000US48251,48251,Johnson,Johnson County,"0500000US48251.graphml",0.18125209600000003
0500000US13061,13061,Clay,Clay County,"0500000US13061.graphml",0.009568255999999997
0500000US41023,41023,Grant,Grant County,"0500000US41023.graphml",0.027467776
0500000US41011,41011,Coos,Coos County,"0500000US41011.graphml",0.112304128
0500000US48159,48159,Franklin,Franklin County,"0500000US48159.graphml",0.029306880000000007
0500000US36113,36113,Warren,Warren County,"0500000US36113.graphml",0.09336012800000001
0500000US51113,51113,Madison,Madison County,"0500000US51113.graphml",0.022417408
0500000US40005,40005,Atoka,Atoka County,"0500000US40005.graphml",0.0376832
0500000US17129,17129,Menard,Menard County,"0500000US17129.graphml",0.029761536000000005
0500000US13015,13015,Bartow,Bartow County,"0500000US13015.graphml",0.12269568
0500000US12069,12069,Lake,Lake County,"0500000US12069.graphml",0.36512153599999997
0500000US40111,40111,Okmulgee,Okmulgee County,"0500000US40111.graphml",0.08618393599999999
0500000US38083,38083,Sheridan,Sheridan County,"0500000US38083.graphml",0.010948607999999999
0500000US18049,18049,Fulton,Fulton County,"0500000US18049.graphml",0.044998656
0500000US20091,20091,Johnson,Johnson County,"0500000US20091.graphml",0.57069568
0500000US24009,24009,Calvert,Calvert County,"0500000US24009.graphml",0.14254080000000002
0500000US55129,55129,Washburn,Washburn County,"0500000US55129.graphml",0.05756518399999999
0500000US53031,53031,Jefferson,Jefferson County,"0500000US53031.graphml",0.076546048
0500000US72003,72003,Aguada,Aguada Municipio,"0500000US72003.graphml",0.035090432000000005
0500000US27169,27169,Winona,Winona County,"0500000US27169.graphml",0.063266816
0500000US28149,28149,Warren,Warren County,"0500000US28149.graphml",0.063217664
0500000US29003,29003,Andrew,Andrew County,"0500000US29003.graphml",0.044597248000000006
0500000US29139,29139,Montgomery,Montgomery County,"0500000US29139.graphml",0.046669824
0500000US20021,20021,Cherokee,Cherokee County,"0500000US20021.graphml",0.052809728
0500000US37083,37083,Halifax,Halifax County,"0500000US37083.graphml",0.06557286400000001
0500000US35043,35043,Sandoval,Sandoval County,"0500000US35043.graphml",0.24398643200000003
0500000US21051,21051,Clay,Clay County,"0500000US21051.graphml",0.029462528000000016
0500000US42035,42035,Clinton,Clinton County,"0500000US42035.graphml",0.08057241600000001
0500000US41043,41043,Linn,Linn County,"0500000US41043.graphml",0.13038796800000002
0500000US55065,55065,Lafayette,Lafayette County,"0500000US55065.graphml",0.041545728000000004
0500000US40147,40147,Washington,Washington County,"0500000US40147.graphml",0.07648460800000001
0500000US54077,54077,Preston,Preston County,"0500000US54077.graphml",0.05421875199999998
0500000US69100,69100,Rota,Rota Municipality,"0500000US69100.graphml",0.005509120000000006
0500000US55135,55135,Waupaca,Waupaca County,"0500000US55135.graphml",0.09005056
0500000US48137,48137,Edwards,Edwards County,"0500000US48137.graphml",0.070545408
0500000US41037,41037,Lake,Lake County,"0500000US41037.graphml",0.046186495999999994
0500000US29153,29153,Ozark,Ozark County,"0500000US29153.graphml",0.034934783999999997
0500000US48473,48473,Waller,Waller County,"0500000US48473.graphml",0.069595136
0500000US01099,01099,Monroe,Monroe County,"0500000US01099.graphml",0.06224691199999999
0500000US50009,50009,Essex,Essex County,"0500000US50009.graphml",0.016203776000000003
0500000US51111,51111,Lunenburg,Lunenburg County,"0500000US51111.graphml",0.018268160000000006
0500000US38097,38097,Traill,Traill County,"0500000US38097.graphml",0.028508160000000005
0500000US13139,13139,Hall,Hall County,"0500000US13139.graphml",0.170901504
0500000US13283,13283,Treutlen,Treutlen County,"0500000US13283.graphml",0.015757311999999996
0500000US13037,13037,Calhoun,Calhoun County,"0500000US13037.graphml",0.009814016000000009
0500000US55125,55125,Vilas,Vilas County,"0500000US55125.graphml",0.10011033600000002
0500000US27007,27007,Beltrami,Beltrami County,"0500000US27007.graphml",0.085024768
0500000US72043,72043,Coamo,Coamo Municipio,"0500000US72043.graphml",0.03178496
0500000US72055,72055,GuÃ¡nica,GuÃ¡nica Municipio,"0500000US72055.graphml",0.016322559999999986
0500000US24019,24019,Dorchester,Dorchester County,"0500000US24019.graphml",0.040177664
0500000US42037,42037,Columbia,Columbia County,"0500000US42037.graphml",0.087187456
0500000US39023,39023,Clark,Clark County,"0500000US39023.graphml",0.11165286400000002
0500000US48323,48323,Maverick,Maverick County,"0500000US48323.graphml",0.08302592
0500000US04019,04019,Pima,Pima County,"0500000US04019.graphml",0.958590976
0500000US35006,35006,Cibola,Cibola County,"0500000US35006.graphml",0.091521024
0500000US34005,34005,Burlington,Burlington County,"0500000US34005.graphml",0.368525312
0500000US50021,50021,Rutland,Rutland County,"0500000US50021.graphml",0.09583001599999999
0500000US13099,13099,Early,Early County,"0500000US13099.graphml",0.020348928000000016
0500000US25007,25007,Dukes,Dukes County,"0500000US25007.graphml",0.066367488
0500000US38049,38049,McHenry,McHenry County,"0500000US38049.graphml",0.035491840000000024
0500000US31179,31179,Wayne,Wayne County,"0500000US31179.graphml",0.026775552000000008
0500000US38045,38045,LaMoure,LaMoure County,"0500000US38045.graphml",0.024162303999999996
0500000US16023,16023,Butte,Butte County,"0500000US16023.graphml",0.019488768000000017
0500000US33007,33007,Coos,Coos County,"0500000US33007.graphml",0.08848998400000002
0500000US38043,38043,Kidder,Kidder County,"0500000US38043.graphml",0.016441343999999997
0500000US48273,48273,Kleberg,Kleberg County,"0500000US48273.graphml",0.04441292800000002
0500000US18127,18127,Porter,Porter County,"0500000US18127.graphml",0.15698329599999997
0500000US28101,28101,Newton,Newton County,"0500000US28101.graphml",0.03866623999999999
0500000US37163,37163,Sampson,Sampson County,"0500000US37163.graphml",0.069709824
0500000US47127,47127,Moore,Moore County,"0500000US47127.graphml",0.014790656000000013
0500000US12103,12103,Pinellas,Pinellas County,"0500000US12103.graphml",0.70559744
0500000US72019,72019,Barranquitas,Barranquitas Municipio,"0500000US72019.graphml",0.02631270400000002
0500000US17065,17065,Hamilton,Hamilton County,"0500000US17065.graphml",0.028221440000000014
0500000US05105,05105,Perry,Perry County,"0500000US05105.graphml",0.03039232
0500000US20023,20023,Cheyenne,Cheyenne County,"0500000US20023.graphml",0.02579251199999999
0500000US08029,08029,Delta,Delta County,"0500000US08029.graphml",0.048390143999999996
0500000US19185,19185,Wayne,Wayne County,"0500000US19185.graphml",0.02830745599999998
0500000US48165,48165,Gaines,Gaines County,"0500000US48165.graphml",0.03516006399999999
0500000US01093,01093,Marion,Marion County,"0500000US01093.graphml",0.09094348800000002
0500000US37189,37189,Watauga,Watauga County,"0500000US37189.graphml",0.10056908800000003
0500000US51770,51770,Roanoke,Roanoke city,"0500000US51770.graphml",0.08722022399999999
0500000US48317,48317,Martin,Martin County,"0500000US48317.graphml",0.017555455999999997
0500000US48037,48037,Bowie,Bowie County,"0500000US48037.graphml",0.13315686399999999
0500000US49057,49057,Weber,Weber County,"0500000US49057.graphml",0.17415372800000004
0500000US29127,29127,Marion,Marion County,"0500000US29127.graphml",0.05542297600000001
0500000US36045,36045,Jefferson,Jefferson County,"0500000US36045.graphml",0.128733184
0500000US19097,19097,Jackson,Jackson County,"0500000US19097.graphml",0.04029644800000001
0500000US38063,38063,Nelson,Nelson County,"0500000US38063.graphml",0.020426751999999992
0500000US36019,36019,Clinton,Clinton County,"0500000US36019.graphml",0.08453734400000001
0500000US08045,08045,Garfield,Garfield County,"0500000US08045.graphml",0.086102016
0500000US29177,29177,Ray,Ray County,"0500000US29177.graphml",0.045715456000000015
0500000US39073,39073,Hocking,Hocking County,"0500000US39073.graphml",0.035917824000000015
0500000US01085,01085,Lowndes,Lowndes County,"0500000US01085.graphml",0.03967385600000001
0500000US13043,13043,Candler,Candler County,"0500000US13043.graphml",0.022544384
0500000US19113,19113,Linn,Linn County,"0500000US19113.graphml",0.19206553599999998
0500000US06105,06105,Trinity,Trinity County,"0500000US06105.graphml",0.06173900800000001
0500000US13215,13215,Muscogee,Muscogee County,"0500000US13215.graphml",0.166539264
0500000US28135,28135,Tallahatchie,Tallahatchie County,"0500000US28135.graphml",0.028024832
0500000US20005,20005,Atchison,Atchison County,"0500000US20005.graphml",0.03611852800000001
0500000US72081,72081,Lares,Lares Municipio,"0500000US72081.graphml",0.026075136
0500000US48003,48003,Andrews,Andrews County,"0500000US48003.graphml",0.02945023999999999
0500000US39109,39109,Miami,Miami County,"0500000US39109.graphml",0.09004646399999999
0500000US48375,48375,Potter,Potter County,"0500000US48375.graphml",0.143228928
0500000US40133,40133,Seminole,Seminole County,"0500000US40133.graphml",0.04672716800000001
0500000US45003,45003,Aiken,Aiken County,"0500000US45003.graphml",0.282292224
0500000US60020,60020,Manu'a,Manu'a District,"0500000US60020.graphml",0.0022077439999999837
0500000US06045,06045,Mendocino,Mendocino County,"0500000US06045.graphml",0.19191398399999998
0500000US51550,51550,Chesapeake,Chesapeake city,"0500000US51550.graphml",0.19813580800000002
0500000US69120,69120,Tinian,Tinian Municipality,"0500000US69120.graphml",0.005742591999999991
0500000US72153,72153,Yauco,Yauco Municipio,"0500000US72153.graphml",0.03194470400000002
0500000US56037,56037,Sweetwater,Sweetwater County,"0500000US56037.graphml",0.05841305599999999
0500000US48169,48169,Garza,Garza County,"0500000US48169.graphml",0.035946495999999994
0500000US54031,54031,Hardy,Hardy County,"0500000US54031.graphml",0.025640960000000018
0500000US72001,72001,Adjuntas,Adjuntas Municipio,"0500000US72001.graphml",0.023900160000000004
0500000US55089,55089,Ozaukee,Ozaukee County,"0500000US55089.graphml",0.08823603199999999
0500000US47163,47163,Sullivan,Sullivan County,"0500000US47163.graphml",0.18184601600000003
0500000US45059,45059,Laurens,Laurens County,"0500000US45059.graphml",0.10171596800000002
0500000US56011,56011,Crook,Crook County,"0500000US56011.graphml",0.04553932799999999
0500000US55117,55117,Sheboygan,Sheboygan County,"0500000US55117.graphml",0.12029132800000003
0500000US25013,25013,Hampden,Hampden County,"0500000US25013.graphml",0.3735511039999999
0500000US48055,48055,Caldwell,Caldwell County,"0500000US48055.graphml",0.06578176
0500000US20029,20029,Cloud,Cloud County,"0500000US20029.graphml",0.033288191999999994
0500000US06027,06027,Inyo,Inyo County,"0500000US06027.graphml",0.04542463999999999
0500000US01037,01037,Coosa,Coosa County,"0500000US01037.graphml",0.04773068799999999
0500000US19059,19059,Dickinson,Dickinson County,"0500000US19059.graphml",0.041119744000000014
0500000US21095,21095,Harlan,Harlan County,"0500000US21095.graphml",0.070037504
0500000US20061,20061,Geary,Geary County,"0500000US20061.graphml",0.05839667200000001
0500000US42011,42011,Berks,Berks County,"0500000US42011.graphml",0.307253248
0500000US47019,47019,Carter,Carter County,"0500000US47019.graphml",0.06904627200000002
0500000US27083,27083,Lyon,Lyon County,"0500000US27083.graphml",0.05590630399999999
0500000US51037,51037,Charlotte,Charlotte County,"0500000US51037.graphml",0.027664383999999986
0500000US47179,47179,Washington,Washington County,"0500000US47179.graphml",0.13445939199999998
0500000US45071,45071,Newberry,Newberry County,"0500000US45071.graphml",0.06025216
0500000US51093,51093,Isle of Wight,Isle of Wight County,"0500000US51093.graphml",0.05476761599999999
0500000US41069,41069,Wheeler,Wheeler County,"0500000US41069.graphml",0.013312000000000018
0500000US29023,29023,Butler,Butler County,"0500000US29023.graphml",0.11152179200000001
0500000US22047,22047,Iberville,Iberville Parish,"0500000US22047.graphml",0.033947648
0500000US28125,28125,Sharkey,Sharkey County,"0500000US28125.graphml",0.012455936
0500000US51061,51061,Fauquier,Fauquier County,"0500000US51061.graphml",0.13096140799999997
0500000US51750,51750,Radford,Radford city,"0500000US51750.graphml",0.015781887999999994
0500000US32005,32005,Douglas,Douglas County,"0500000US32005.graphml",0.06119833599999999
0500000US12037,12037,Franklin,Franklin County,"0500000US12037.graphml",0.030486527999999985
0500000US18055,18055,Greene,Greene County,"0500000US18055.graphml",0.05489049600000001
0500000US18139,18139,Rush,Rush County,"0500000US18139.graphml",0.029495296000000004
0500000US55131,55131,Washington,Washington County,"0500000US55131.graphml",0.129404928
0500000US29105,29105,Laclede,Laclede County,"0500000US29105.graphml",0.07344128
0500000US42085,42085,Mercer,Mercer County,"0500000US42085.graphml",0.1321984
0500000US05031,05031,Craighead,Craighead County,"0500000US05031.graphml",0.13642137599999998
0500000US29195,29195,Saline,Saline County,"0500000US29195.graphml",0.07085260800000001
0500000US17193,17193,White,White County,"0500000US17193.graphml",0.09872998400000002
0500000US17039,17039,De Witt,De Witt County,"0500000US17039.graphml",0.04227481599999999
0500000US32033,32033,White Pine,White Pine County,"0500000US32033.graphml",0.021180416000000007
0500000US27049,27049,Goodhue,Goodhue County,"0500000US27049.graphml",0.078708736
0500000US37173,37173,Swain,Swain County,"0500000US37173.graphml",0.045912064
0500000US12101,12101,Pasco,Pasco County,"0500000US12101.graphml",0.43796479999999993
0500000US12119,12119,Sumter,Sumter County,"0500000US12119.graphml",0.1869824
0500000US36059,36059,Nassau,Nassau County,"0500000US36059.graphml",0.7704453120000001
0500000US38091,38091,Steele,Steele County,"0500000US38091.graphml",0.015962112
0500000US18163,18163,Vanderburgh,Vanderburgh County,"0500000US18163.graphml",0.15884288
0500000US29071,29071,Franklin,Franklin County,"0500000US29071.graphml",0.161718272
0500000US37011,37011,Avery,Avery County,"0500000US37011.graphml",0.04440063999999999
0500000US54107,54107,Wood,Wood County,"0500000US54107.graphml",0.09275392000000002
0500000US55007,55007,Bayfield,Bayfield County,"0500000US55007.graphml",0.06641254399999999
0500000US47161,47161,Stewart,Stewart County,"0500000US47161.graphml",0.030834688
0500000US55097,55097,Portage,Portage County,"0500000US55097.graphml",0.10096640000000001
0500000US45063,45063,Lexington,Lexington County,"0500000US45063.graphml",0.30455808
0500000US24003,24003,Anne Arundel,Anne Arundel County,"0500000US24003.graphml",0.424910848
0500000US55039,55039,Fond du Lac,Fond du Lac County,"0500000US55039.graphml",0.11286118399999998
0500000US54101,54101,Webster,Webster County,"0500000US54101.graphml",0.020365311999999997
0500000US55061,55061,Kewaunee,Kewaunee County,"0500000US55061.graphml",0.031719423999999996
0500000US48369,48369,Parmer,Parmer County,"0500000US48369.graphml",0.041095168000000015
0500000US40151,40151,Woods,Woods County,"0500000US40151.graphml",0.03615539200000001
0500000US21063,21063,Elliott,Elliott County,"0500000US21063.graphml",0.022364159999999994
0500000US25003,25003,Berkshire,Berkshire County,"0500000US25003.graphml",0.17920819200000002
0500000US29041,29041,Chariton,Chariton County,"0500000US29041.graphml",0.06320537600000001
0500000US08103,08103,Rio Blanco,Rio Blanco County,"0500000US08103.graphml",0.03094527999999999
0500000US08087,08087,Morgan,Morgan County,"0500000US08087.graphml",0.05114265600000001
0500000US41045,41045,Malheur,Malheur County,"0500000US41045.graphml",0.056819711999999994
0500000US34023,34023,Middlesex,Middlesex County,"0500000US34023.graphml",0.48347136
0500000US20167,20167,Russell,Russell County,"0500000US20167.graphml",0.036474880000000015
0500000US17155,17155,Putnam,Putnam County,"0500000US17155.graphml",0.01609318400000001
0500000US46055,46055,Haakon,Haakon County,"0500000US46055.graphml",0.014557184
0500000US47111,47111,Macon,Macon County,"0500000US47111.graphml",0.029618175999999996
0500000US05023,05023,Cleburne,Cleburne County,"0500000US05023.graphml",0.07263436799999998
0500000US01109,01109,Pike,Pike County,"0500000US01109.graphml",0.05367808000000002
0500000US16003,16003,Adams,Adams County,"0500000US16003.graphml",0.03109273600000001
