REGION_INDEX,TIME
-1,512
15,2103.5453021526337
11,2294.544990539551
9,2458.9663755893707
2,2492.069339990616
7,2701.552057981491
1,2780.6009266376495
13,2815.597195148468
14,2967.147065639496
4,3011.106318950653
8,3203.20778632164
12,3210.981583595276
3,3344.7693786621094
0,3397.334899663925
10,3507.064403295517
16,3795.4109506607056
6,4219.795266389847
5,4495.109871864319
17,4528.1210107803345
22,2087.5297412872314
21,2356.46044421196
25,2059.2969789505005
30,2002.8645708560944
23,2727.626642227173
26,2610.7990136146545
24,2889.549426794052
32,1957.4678888320923
27,2683.0314071178436
28,2789.6088075637817
29,2679.332767009735
19,4146.317195177078
31,2961.09601354599
36,1930.0129532814026
34,2307.3358783721924
20,4590.639176130295
18,5139.575077056885
35,2683.0925896167755
38,2494.0530681610107
42,2019.4290087223053
46,2026.345097064972
39,2662.6862246990204
33,4001.8076345920563
37,3912.6562457084656
40,3580.005751132965
43,3497.371308326721
50,2690.0717272758484
52,2304.4000046253204
48,3205.0865767002106
45,3840.283247947693
49,3404.442384958267
53,3003.399891614914
44,4426.986652851105
41,4729.114745855331
54,2970.274811267853
57,2452.055161714554
51,4067.517399787903
58,2997.2059996128082
55,3599.893060207367
59,2871.3475613594055
60,2849.0061876773834
62,2375.1546292304993
66,2194.3085799217224
61,3019.8894979953766
67,2004.2166471481323
63,2878.630937576294
65,3073.6965839862823
69,2584.227786540985
64,3362.7664229869843
68,2830.7909812927246
56,5265.348789691925
70,3088.7139110565186
76,2388.6149005889893
71,3760.22492480278
79,2411.3256454467773
72,4064.6859500408173
80,2522.0918567180634
75,3607.722627401352
74,3779.393416404724
81,3045.894542455673
86,2422.42040681839
77,3971.1967067718506
78,4088.531183242798
85,2865.0375134944916
73,4724.790443181992
82,3657.4206387996674
83,3417.5307145118713
90,2592.605987548828
95,1975.4168646335602
84,4395.729573011398
93,2828.601227045059
47,11341.244118213654
89,4361.226429224014
87,5080.546057939529
94,3789.46098446846
91,4408.7487535476685
92,7613.396199464798
88,9464.21801495552
