REGION_INDEX,TIME
-1,516
11,2018.0404517650604
1,2244.0645051002502
8,2391.3898520469666
14,2423.3158271312714
2,2466.1725313663483
5,2545.119130373001
0,2801.316954135895
15,2863.4763588905334
17,3000.8772416114807
7,3145.4744284152985
3,3201.2352316379547
10,3196.3462615013123
6,3342.9129915237427
9,3681.230122089386
4,4240.0245242118835
16,4240.207453966141
19,2039.1027426719666
18,2424.2326016426086
22,2077.0340209007263
12,4634.511338710785
23,2610.084214925766
20,2822.1870884895325
13,5247.250018358231
21,2895.331495285034
25,2719.6787328720093
29,2424.871323108673
26,2808.4310007095337
24,3294.1409430503845
32,1916.1254291534424
33,1915.773102760315
34,1911.627540588379
28,3371.4500918388367
30,3445.7524621486664
31,3196.8217408657074
36,2460.853106021881
27,3886.4151186943054
37,2972.3257489204407
42,2032.8469586372375
38,2493.7689633369446
39,2841.6846997737885
47,2125.005184173584
35,3871.8242728710175
43,3069.5951676368713
40,3587.8671107292175
49,2667.0052597522736
44,3815.486668586731
46,3658.2155151367188
41,4679.879554748535
54,2417.688943386078
51,3196.395072698593
56,2667.1392221450806
45,4401.706041574478
52,3573.32652258873
50,3919.640863418579
60,2526.5733416080475
58,3041.762108564377
61,2707.760286808014
64,1913.5108387470245
55,4216.330315113068
59,3607.085398197174
63,2293.0718142986298
57,4005.4580159187317
53,5488.8282923698425
68,2287.004096508026
62,3388.8885180950165
66,2609.172147512436
65,2843.8119444847107
70,2448.375356912613
69,2820.1838216781616
67,3310.9766755104065
75,2211.779717206955
71,4057.400213241577
73,3793.6464631557465
78,3231.442491531372
74,3724.377830028534
82,2911.1567554473877
81,3100.055640935898
79,3685.6332206726074
86,2477.535007953644
72,4568.250392198563
76,4011.4530425071716
85,2943.247181892395
77,4229.6695075035095
80,4304.287485599518
84,4431.6076130867
48,11356.383330821991
95,2004.2040989398956
90,2705.8813185691833
91,2860.0873618125916
94,2734.9564526081085
88,4821.098008394241
89,4368.021745443344
93,3716.856418609619
92,4555.1277050971985
87,8687.24793457985
83,9524.86449766159
