REGION_INDEX,TIME,STARTEND
-1,360.81359124183655,1676855193.877324
5,676.5991504192352,1676856291.2148921
4,728.9089057445526,1676856345.1630971
20,738.0319390296936,1676856352.6728215
6,776.878386259079,1676856391.4940662
13,850.0631365776062,1676856464.4604175
17,864.0920481681824,1676856478.7671404
32,885.8070335388184,1676856500.4204211
25,919.5172383785248,1676856534.2267919
7,929.7628610134125,1676856544.3790085
19,950.0701746940613,1676856564.7110484
16,971.8184452056885,1676856597.5888898
10,994.6380970478058,1676856609.4790962
24,1020.5557854175568,1676856635.2648206
15,1011.7031948566437,1676856637.4736443
8,1063.429152727127,1676856678.0451934
2,1093.827855348587,1676856708.250634
21,1145.5273399353027,1676856760.1680312
31,1204.1011519432068,1676856818.7143948
0,1246.9422550201416,1676856861.535562
3,1267.8000881671906,1676856882.2231314
9,1268.756931066513,1676856883.5977428
33,1275.5086824893951,1676856890.121877
23,1279.5241923332214,1676856894.2334664
18,1288.3810925483704,1676856903.0219164
30,1379.2194237709045,1676856994.1966789
29,1386.8997960090637,1676857001.4887967
1,1402.6592473983765,1676857017.2545571
26,1469.7131271362305,1676857084.301704
28,1616.9500586986542,1676857231.5383883
22,1621.4566049575806,1676857236.1664908
27,1686.6136808395386,1676857301.201906
11,1692.0615746974945,1676857306.9025795
12,2046.3980402946472,1676857660.9921935
14,2267.0350720882416,1676857892.8053782
