REGION_INDEX,TIME
-1,525
3,1963.5671191215515
12,2107.5913348197937
18,2049.8204832077026
1,2299.0469126701355
10,2345.8835377693176
15,2361.1076114177704
14,2418.8117027282715
2,2454.9997067451477
7,2722.630788087845
8,2731.3376960754395
16,2770.0242969989777
0,2830.215319633484
11,2947.297152519226
17,2949.316728591919
5,3204.7179317474365
4,3299.1919367313385
9,3338.5053679943085
26,1979.9124591350555
6,4543.410746574402
19,2643.34877038002
29,1929.7269899845123
30,1927.166762828827
20,2742.858959913254
21,2954.2599444389343
24,2747.974940299988
23,2823.1139743328094
13,5390.006651163101
22,3263.84037065506
28,2887.2992129325867
33,2458.777551174164
31,2846.9375863075256
27,3150.226776123047
35,2646.4379308223724
25,3759.507625102997
39,2022.8311808109283
32,3963.0012764930725
34,3652.70650100708
36,2713.47318482399
42,2154.8976616859436
37,3530.921402454376
46,2595.206641435623
44,3045.5268716812134
52,2423.092411518097
48,3001.9545991420746
41,3902.5466854572296
49,2977.7324459552765
45,3441.2028574943542
38,4542.386003494263
40,4479.399722576141
50,3611.9917809963226
47,3963.454524040222
57,2445.0398790836334
54,2883.346820831299
55,2901.1286289691925
60,2289.193023443222
56,3414.379217147827
61,2036.6754767894745
58,2714.4386641979218
53,4124.366576910019
59,2894.302658557892
62,2435.5501890182495
51,5501.776634216309
65,3191.525495290756
69,2494.3420255184174
63,3345.1111764907837
68,2860.6569378376007
64,3599.9118378162384
75,2331.264491081238
67,3759.1012573242188
78,2398.9055590629578
70,4124.977975845337
71,4131.913605928421
73,3622.482472896576
72,4368.849238872528
79,3140.5357077121735
74,3832.8075914382935
76,3997.730211496353
85,2592.0446949005127
82,2924.0565950870514
80,3589.5100259780884
77,4474.746876239777
83,3276.765777826309
87,2446.0441493988037
86,2949.571228981018
43,11247.40191245079
81,4384.317316293716
95,1967.3552668094635
84,4457.21200633049
91,2737.4149854183197
66,9019.483049869537
94,3800.9567284584045
90,4309.251904010773
88,5088.271786689758
92,4364.088263750076
93,4536.787116527557
89,7508.115763664246
