REGION_INDEX,TIME
-1,7488
1,294.4333140850067
4,296.76653385162354
3,377.9150776863098
5,307.4039578437805
0,745.7476811408997
6,549.1363036632538
7,497.0719757080078
8,375.6993570327759
9,548.375928401947
12,370.4359142780304
10,693.037549495697
11,695.6301944255829
2,1711.5157322883606
13,430.10522413253784
15,342.9278335571289
18,337.8696663379669
16,565.9032728672028
20,433.5762689113617
22,223.23648643493652
17,804.9774227142334
23,197.8467161655426
19,821.8987672328949
24,339.8674750328064
21,691.3428316116333
14,1437.8853328227997
26,660.8992211818695
25,687.1901786327362
27,710.6157302856445
28,668.9388220310211
30,600.0254986286163
29,691.7021725177765
34,418.5175516605377
35,486.7918577194214
32,680.3730700016022
31,712.8464729785919
33,661.879476070404
38,171.55016350746155
40,382.46566224098206
42,386.64337611198425
44,285.647976398468
45,326.6664140224457
39,994.2917149066925
36,1490.2101781368256
46,312.99336767196655
49,122.9351179599762
41,1063.6673579216003
47,378.1513407230377
37,1465.6205880641937
52,320.4162347316742
51,370.3991074562073
43,1284.1037685871124
54,602.700562953949
50,866.2348721027374
56,575.4955112934113
55,616.6608097553253
53,811.7919883728027
57,481.690815448761
58,331.93585991859436
59,410.2150845527649
48,1584.591481924057
60,690.1001229286194
63,724.0736331939697
62,739.3273594379425
61,787.3957893848419
64,796.3764741420746
65,813.5988583564758
66,809.4743707180023
67,645.7943952083588
70,741.9840574264526
69,951.4753859043121
71,766.0877165794373
68,1098.338222026825
75,324.9740037918091
74,740.4430766105652
80,571.5721509456635
72,1331.1788952350616
73,1305.6124653816223
76,890.0107827186584
78,896.6577064990997
79,834.9632766246796
77,976.5944678783417
87,347.98513102531433
89,498.39730858802795
81,1563.2065346240997
85,1227.6976191997528
82,1568.5213468074799
90,507.06422567367554
84,1562.0232033729553
92,313.62515211105347
91,691.5281100273132
93,340.94184470176697
83,1919.1539754867554
94,566.4674439430237
86,1981.3078837394714
98,342.02023124694824
95,608.4234066009521
102,214.60973525047302
88,2278.738993167877
96,851.3898591995239
97,682.0680301189423
106,524.6939775943756
99,1227.7529740333557
101,1058.776097536087
103,1009.649623632431
110,241.32666206359863
111,285.28657603263855
100,1408.2025258541107
108,510.4658374786377
104,1438.0192737579346
107,1411.3206987380981
116,211.45520114898682
115,529.297144651413
114,556.1155383586884
113,700.1825063228607
118,298.7422800064087
117,536.9328682422638
112,1014.5672698020935
109,1392.878638267517
121,322.58374428749084
124,76.97751450538635
125,88.21222758293152
119,517.0483713150024
120,514.7061591148376
123,152.1462082862854
126,136.01087498664856
131,65.33818101882935
130,225.13901209831238
128,277.81690549850464
129,317.8237428665161
132,339.3163857460022
105,2570.445190668106
137,62.13787364959717
133,469.82572722435
135,316.0774335861206
122,993.6959781646729
138,293.4467442035675
134,600.7322309017181
141,379.8098340034485
139,605.5104365348816
142,418.26550340652466
136,919.7555294036865
145,308.7275061607361
143,639.7737994194031
127,1566.9221501350403
144,704.6603600978851
140,1170.6356616020203
149,625.5366213321686
152,396.42018699645996
155,207.17042541503906
153,637.4781489372253
150,1021.4341154098511
156,360.3603653907776
146,1417.2885191440582
148,1293.2395617961884
147,1631.843885421753
160,368.2834687232971
157,776.7578811645508
161,700.0957605838776
158,919.9987933635712
162,540.5235695838928
154,1475.630809545517
163,525.4090473651886
159,1020.7488718032837
164,416.39814376831055
170,58.85284447669983
167,264.74630093574524
169,230.5587921142578
165,485.0490770339966
168,367.0047495365143
166,530.1048822402954
173,289.95085430145264
151,2465.6268491744995
176,245.59800672531128
174,381.1127734184265
180,78.32034659385681
181,152.56582880020142
178,293.5167601108551
175,543.8951802253723
177,609.1313858032227
172,968.1549758911133
182,545.5101306438446
185,455.2637939453125
184,534.1047296524048
188,213.34897089004517
179,894.256566286087
186,430.3830101490021
187,413.0960097312927
171,1466.8811531066895
194,250.5260112285614
183,1097.9517529010773
193,408.60774064064026
197,206.92010354995728
196,372.1134696006775
189,940.7628388404846
192,901.2736732959747
201,263.45516300201416
198,641.5427927970886
191,1425.0888936519623
204,329.76939630508423
190,1683.4044771194458
202,667.4522414207458
203,579.3298699855804
195,1489.654000043869
206,304.75590896606445
211,90.759516954422
208,314.22300267219543
212,213.72859930992126
207,534.3507242202759
205,705.419872045517
213,214.18038296699524
200,1453.0785858631134
217,57.10278534889221
199,1631.2310197353363
215,155.7275836467743
216,192.69896960258484
210,724.1434915065765
221,129.8835916519165
209,819.1410276889801
225,104.76908326148987
224,208.99136447906494
220,404.08448553085327
222,383.0784025192261
227,297.8786828517914
223,644.7253360748291
226,466.61007165908813
214,994.0778725147247
230,207.07591199874878
231,325.894882440567
232,411.38923597335815
219,1339.1414380073547
228,967.2682814598083
218,1614.454295873642
237,281.4884355068207
236,373.8479166030884
235,470.02229833602905
242,268.69323348999023
239,341.7315716743469
234,1108.5584762096405
243,282.9637620449066
244,468.5593852996826
240,861.6971280574799
238,1120.9736988544464
233,1817.9456703662872
246,483.12190222740173
247,467.5094037055969
248,486.8334310054779
245,936.2160587310791
241,1417.1641268730164
249,554.6272130012512
229,2626.6122353076935
255,127.68202829360962
256,88.34844064712524
257,179.50588750839233
253,359.3696336746216
251,672.3426995277405
259,229.015611410141
252,586.6801989078522
250,813.9010617733002
261,174.57925081253052
265,58.53458309173584
262,271.6912398338318
264,210.02286410331726
260,394.06475281715393
254,957.4650127887726
267,419.4951469898224
271,69.59546518325806
269,492.0636248588562
272,354.16333866119385
268,939.7349317073822
258,1492.8343398571014
266,1175.1799371242523
276,230.33123922348022
263,1701.0372276306152
279,334.1485676765442
270,1634.8395442962646
274,1182.0263118743896
273,1374.8226110935211
275,1116.6107201576233
277,1026.331725358963
283,374.19436287879944
282,411.08421063423157
284,623.1797771453857
285,657.942031621933
288,520.0640518665314
290,385.42198753356934
287,755.9689328670502
289,501.205317735672
280,1544.4211735725403
294,222.20618510246277
281,1627.7638175487518
296,100.00315856933594
298,47.66993284225464
297,132.0730266571045
286,1218.0925450325012
