REGION_INDEX,TIME,STARTEND
-1,598.5568163394928,1676749696.6096413
3,614.9814074039459,1676755411.1140332
12,541.2594292163849,1676755433.3491518
0,699.2267694473267,1676755454.2287266
2,689.3698902130127,1676755454.3518984
1,688.4959976673126,1676755460.1060817
5,725.2202677726746,1676755521.2822802
17,592.0240676403046,1676755526.1165462
16,603.7589523792267,1676755537.8655405
6,744.2572674751282,1676755540.3116806
7,763.3263547420502,1676755559.4984858
21,580.9743587970734,1676755568.2458928
8,754.8261334896088,1676755583.4126472
27,575.962117433548,1676755594.3966193
14,674.1875095367432,1676755598.0661814
20,654.8573949337006,1676755610.2144732
10,758.0361227989197,1676755618.2582035
22,632.8749248981476,1676755620.126476
34,599.6483504772186,1676755683.363038
25,670.9171917438507,1676755689.3751125
9,835.2050907611847,1676755695.7837718
42,590.2198994159698,1676755705.1466408
15,791.7364087104797,1676755727.7832909
4,932.1558029651642,1676755728.5422926
13,867.8105411529541,1676755791.586596
32,712.6773674488068,1676755796.485127
40,691.7870435714722,1676755806.6101394
50,618.8624658584595,1676755828.7372534
33,747.46324467659,1676755831.2233334
43,691.9481348991394,1676755836.8359153
49,633.8181743621826,1676755843.826139
19,888.4062910079956,1676755844.1151826
47,674.2615451812744,1676755848.6056652
45,725.4695768356323,1676755899.805808
31,816.7628049850464,1676755900.5742774
26,884.2142386436462,1676755902.6566548
37,816.1684477329254,1676755903.2539878
29,861.0746080875397,1676755911.6077816
51,738.0616788864136,1676755947.919161
18,992.4543325901031,1676755948.15621
36,867.8133685588837,1676755951.495105
46,799.9159271717072,1676755974.3037374
11,1118.2618255615234,1676756010.3650017
58,800.983077287674,1676756035.3156047
48,876.3239085674286,1676756053.678238
54,853.4127306938171,1676756063.8215632
52,876.0167379379272,1676756086.1786046
23,1123.1194252967834,1676756110.3713014
28,1093.3483266830444,1676756111.779118
24,1186.6371810436249,1676756174.3415892
38,1084.8743147850037,1676756198.6723185
41,1094.9573307037354,1676756209.846223
39,1109.5515110492706,1676756224.4165614
53,1024.9636194705963,1676756235.1256208
57,1025.559648990631,1676756260.1417954
35,1277.7220921516418,1676756361.4487712
30,1739.225914478302,1676756793.5636647
56,1779.8832001686096,1676757014.5854201
44,1982.6440544128418,1676757159.379346
55,1978.0762996673584,1676757212.4621432
