REGION_INDEX,TIME,STARTEND
-1,441.7233407497406,1676646916.551732
18,333.28285813331604,1676647611.380725
1,357.53712129592896,1676647620.791542
14,348.531685590744,1676647626.7834673
9,376.22523283958435,1676647639.6388228
13,377.61822962760925,1676647641.0318203
2,396.36759662628174,1676647659.8292673
25,366.5551264286041,1676647676.9866042
17,412.34913444519043,1676647690.8499665
62,373.31063055992126,1676647698.6586668
7,438.5086889266968,1676647701.858106
63,360.51111674308777,1676647702.6188507
65,359.90801334381104,1676647702.691647
8,439.760915517807,1676647703.1743672
43,394.37839365005493,1676647705.3502645
38,394.90795397758484,1676647705.6455843
19,428.92844438552856,1676647707.0254061
22,429.9941711425781,1676647708.1501324
95,334.27846002578735,1676647708.4156296
0,446.8311860561371,1676647710.0858128
30,401.52805733680725,1676647712.1733334
44,407.0051805973053,1676647718.5110514
23,446.5918712615967,1676647724.7477036
21,448.493439912796,1676647726.5458896
10,471.5543575286865,1676647734.9677668
4,480.32308650016785,1676647743.784847
12,480.39696192741394,1676647743.817196
55,418.7976379394531,1676647745.1852376
60,420.7730176448822,1676647746.6562235
24,472.7270209789276,1676647750.7159078
41,443.91525292396545,1676647754.6611762
79,385.6914954185486,1676647759.0591757
71,416.0342118740082,1676647759.307699
51,435.58330178260803,1676647760.9269388
48,453.19884991645813,1676647764.7784212
20,490.77540397644043,1676647768.8460777
16,497.34218192100525,1676647775.8432362
32,467.50415563583374,1676647778.2727733
33,468.36458826065063,1676647779.1334703
86,421.27408242225647,1676647795.4130409
45,487.2957730293274,1676647798.8015475
56,472.5534710884094,1676647798.9451854
61,478.2836329936981,1676647803.9292
34,493.35425543785095,1676647803.9577272
91,432.3046324253082,1676647806.441583
36,499.03235912323,1676647809.7837024
3,547.2672233581543,1676647810.7291253
29,504.8725891113281,1676647815.514302
11,552.8341808319092,1676647816.2474084
68,479.2605001926422,1676647822.0441
84,448.1482734680176,1676647822.287232
85,448.8554928302765,1676647822.994567
57,514.621119260788,1676647841.0124502
64,503.18443870544434,1676647845.9680183
94,475.37762355804443,1676647849.514692
70,508.56475138664246,1676647851.838212
52,529.2113039493561,1676647854.754738
82,485.2198369503021,1676647859.744111
47,548.9185779094696,1676647860.4240654
26,549.9388151168823,1676647860.7599056
67,534.3948791027069,1676647877.1785011
39,583.0781726837158,1676647893.8152716
35,595.4582259654999,1676647906.060942
5,644.3720211982727,1676647907.6980948
6,644.4335312843323,1676647907.7584746
66,566.0631031990051,1676647908.8467267
53,590.8253419399261,1676647916.1558535
73,574.4398219585419,1676647917.7131846
59,605.3918461799622,1676647930.8622718
80,560.7211999893188,1676647934.4452138
27,633.3052053451538,1676647944.1265764
74,609.3426480293274,1676647952.6161067
75,618.8555765151978,1676647962.1288567
93,593.046148777008,1676647967.1833081
76,630.9079093933105,1676647974.1812193
42,665.7824015617371,1676647976.7543676
77,639.5113301277161,1676647982.7846086
31,677.8041038513184,1676647988.4490914
49,686.5758752822876,1676647997.4698336
72,662.2151415348053,1676648005.4885626
90,662.3978695869446,1676648036.0508106
15,761.868536233902,1676648040.1194994
58,715.9125061035156,1676648041.6571774
92,672.6860837936401,1676648046.8231235
81,684.2317643165588,1676648058.0736027
28,747.8644938468933,1676648058.5061948
50,750.3886437416077,1676648061.2824152
40,755.8955142498016,1676648066.641739
78,694.1377930641174,1676648067.563086
89,713.1096258163452,1676648086.762663
37,777.1004638671875,1676648087.851636
83,714.743109703064,1676648088.8823242
87,803.570520401001,1676648177.7095132
54,855.3000440597534,1676648180.6989045
88,1129.1447989940643,1676648503.2836475
69,1413.0710430145264,1676648756.344728
46,1670.009963274002,1676648981.5153992
