REGION_INDEX,TIME,STARTEND
-1,392.76970648765564,1676548162.6474502
3,534.7115416526794,1676549068.288167
37,504.055038690567,1676549072.5903053
1,553.4374945163727,1676549088.2494512
24,585.226487159729,1676549135.743333
13,624.6886522769928,1676549158.1561832
35,632.8958921432495,1676549201.4993825
34,651.7339289188385,1676549201.7616806
8,682.7417416572571,1676549216.6294448
23,666.3724389076233,1676549216.9178565
12,691.0791800022125,1676549224.5940082
18,702.6220450401306,1676549236.0703719
11,729.407999753952,1676549262.842306
42,684.0358128547668,1676549282.3847315
40,701.2833633422852,1676549299.075709
25,758.641476392746,1676549309.1582189
38,764.290109872818,1676549332.8247304
15,800.5706181526184,1676549334.1772618
0,825.7907044887543,1676549359.349744
4,854.588484287262,1676549388.165143
6,870.8395853042603,1676549404.3232336
10,874.383706331253,1676549407.9017692
7,901.0688600540161,1676549434.956342
41,843.0654349327087,1676549441.2443662
29,900.2989139556885,1676549450.5318637
36,882.3479306697845,1676549450.894456
31,920.0312671661377,1676549470.375928
22,940.078127861023,1676549490.3069284
19,947.3510613441467,1676549498.0731275
5,971.6532363891602,1676549505.2299087
16,985.4178884029388,1676549519.0977552
28,1025.0115225315094,1676549575.2443504
14,1054.983562707901,1676549588.3828804
2,1093.685123682022,1676549627.2524009
30,1103.4350714683533,1676549653.6678088
33,1104.4574892520905,1676549654.8021865
32,1119.8999111652374,1676549670.2447386
17,1202.0838901996613,1676549735.6147263
26,1185.2861428260803,1676549735.802699
21,1215.3535945415497,1676549765.5824993
39,1210.61634349823,1676549778.9849932
9,1327.1386036872864,1676549861.0262313
27,1633.3893609046936,1676550183.559068
20,2064.5964274406433,1676550614.8256931
