REGION_INDEX,TIME
-1,7492
1,297.8425226211548
4,312.3209080696106
5,327.32791090011597
8,367.0865616798401
15,373.9686334133148
3,385.77440643310547
12,394.9148964881897
13,450.9516909122467
7,524.7578687667847
9,538.1308536529541
6,565.8744068145752
16,593.7122304439545
23,209.8117425441742
22,215.8190472126007
18,334.11359167099
0,733.164445400238
10,700.5278906822205
11,707.9648470878601
24,334.2526113986969
20,430.32378816604614
17,802.9605181217194
38,172.30705094337463
21,714.4507234096527
34,411.78404474258423
19,811.7925107479095
25,665.743278503418
26,646.8214912414551
35,483.3545153141022
30,588.180643081665
27,677.2862696647644
28,666.7364220619202
29,704.0279765129089
32,657.1477403640747
31,720.9637172222137
33,663.762836933136
49,121.17124581336975
44,281.531183719635
40,386.901948928833
14,1520.1234066486359
45,301.8151795864105
46,315.2341961860657
42,382.0234844684601
47,358.8431808948517
2,1683.5218510627747
52,318.6835720539093
51,387.6027934551239
58,310.25333404541016
39,961.3173272609711
59,413.60499906539917
57,477.36441683769226
56,579.366103887558
55,615.4623630046844
54,632.1827654838562
50,861.2521224021912
41,1080.3176853656769
36,1478.5246677398682
53,790.0522630214691
37,1471.1306593418121
60,651.9253523349762
62,716.649432182312
61,803.3246994018555
43,1361.1983003616333
63,753.2135429382324
75,318.90543246269226
64,770.031898021698
67,661.892986536026
66,770.5685005187988
65,812.1805160045624
48,1532.7125883102417
70,784.4585335254669
71,761.5840318202972
74,717.2436649799347
69,973.2316565513611
76,829.8162753582001
80,604.3563325405121
68,1075.7448890209198
87,357.7991056442261
79,809.6543126106262
78,883.444881439209
77,981.7376811504364
92,311.7028441429138
89,501.0570375919342
73,1273.1598711013794
93,359.37625074386597
72,1334.9720873832703
90,516.0905318260193
91,674.3232274055481
102,234.97875308990479
98,354.29387187957764
94,563.6332240104675
95,609.3918871879578
85,1197.0983726978302
97,681.2350370883942
82,1483.8111169338226
81,1558.7717146873474
96,845.5532672405243
84,1530.371832370758
110,237.02737188339233
106,512.7647752761841
111,264.3733911514282
108,506.56215929985046
116,209.9957525730133
83,1900.4182476997375
101,1087.743046283722
103,1064.308483839035
99,1206.9976897239685
118,303.92992901802063
86,1996.953486442566
114,538.9123919010162
123,151.95444226264954
113,675.030122756958
124,82.22109699249268
115,535.6611733436584
125,87.36885643005371
117,509.3820993900299
100,1388.120402097702
131,65.6512062549591
126,133.49959659576416
121,321.01646733283997
130,224.03146839141846
120,511.35246777534485
104,1354.2449011802673
119,517.9601292610168
112,994.1237459182739
128,279.86366176605225
88,2237.8766391277313
137,67.27046179771423
129,320.9839332103729
132,316.75592255592346
135,318.6252143383026
107,1451.504093170166
109,1372.8554923534393
133,479.2358009815216
138,284.33945393562317
145,309.0506041049957
141,387.76979327201843
134,603.0742976665497
142,446.72049498558044
122,1015.0444774627686
139,606.8201138973236
143,614.8915631771088
155,203.0171458721161
144,694.8520045280457
136,947.8847813606262
152,387.03275871276855
149,645.9276428222656
156,372.1118903160095
153,647.9135160446167
140,1133.3716611862183
160,361.44461393356323
105,2585.2552030086517
150,974.0659143924713
127,1593.0775175094604
164,420.36769247055054
162,555.3580248355865
163,504.45527243614197
157,769.3945903778076
170,58.94232749938965
146,1324.7065930366516
167,264.77247738838196
169,228.10306000709534
161,713.0708961486816
148,1349.6784856319427
158,892.0870656967163
165,485.195919752121
168,394.8461608886719
166,490.29933857917786
180,82.24947333335876
176,239.32741022109985
173,304.05649876594543
181,149.43216228485107
159,1010.0556917190552
147,1611.4455394744873
