REGION_INDEX,TIME
-1,504
13,2092.6625406742096
9,2328.9327635765076
17,2380.1393671035767
3,2487.3698682785034
11,2620.7968323230743
7,2697.9226965904236
12,2862.604382753372
2,2878.431623697281
1,3089.3877913951874
5,3191.330000638962
10,3323.491376876831
4,3551.6719574928284
8,3612.0292122364044
14,3808.474931716919
16,4093.487729549408
18,2065.5016198158264
6,4409.478073358536
0,4667.0188982486725
22,2060.5009820461273
15,5180.777298927307
19,2833.7552559375763
23,2803.8590626716614
24,2708.5861949920654
21,3101.779135465622
29,2077.5679512023926
28,2427.4709310531616
20,3386.4634535312653
25,3027.450367450714
27,2791.2791755199432
26,3046.6104497909546
33,1954.713957309723
35,1910.6998181343079
34,2213.914293050766
30,3202.1310629844666
32,2918.2928669452667
37,2446.587802171707
36,2702.3317351341248
41,2011.0311710834503
38,2746.8637313842773
45,2180.5391879081726
31,4541.330595254898
39,3486.470015525818
46,2767.8433170318604
49,2598.7102591991425
44,3419.8609325885773
48,3119.547341108322
43,3941.076681137085
51,2968.5039217472076
55,2293.6029784679413
52,2941.9252274036407
40,4662.724903583527
50,3886.289473295212
42,4784.3406620025635
53,3577.428090572357
56,3233.885449886322
57,2923.369904279709
58,2965.163417816162
60,2891.3471715450287
63,2519.8625304698944
65,2343.5615813732147
66,2408.621225833893
64,2971.087685108185
59,3905.4076352119446
62,3542.7549533843994
67,2927.6236670017242
54,5601.957706689835
61,4197.253596782684
72,2350.9874000549316
70,3639.8200058937073
76,2288.309680223465
69,4058.3708317279816
77,2517.13937830925
81,2021.4069755077362
78,2445.103066444397
71,4114.226011276245
73,3695.9737725257874
74,4205.816032409668
79,3115.222349882126
75,4327.200683116913
85,2582.573835134506
82,3285.018031358719
86,2886.388598918915
80,3647.864270210266
83,4110.032220363617
91,2706.077697277069
95,2036.389401435852
92,2783.198180913925
84,4499.586114645004
47,11332.109167575836
90,3948.0233137607574
94,3781.5378568172455
89,4339.206022500992
88,5117.203617334366
68,9463.930846691132
93,4855.294211149216
87,7072.807803153992
