REGION_INDEX,TIME
-1,7485
1,296.9377372264862
0,727.035614490509
3,381.9318697452545
4,292.58546710014343
5,314.5365080833435
2,1656.4731130599976
6,578.7453505992889
7,516.2567088603973
8,377.795428276062
9,558.6539821624756
10,711.6793344020844
11,689.7910017967224
12,381.79207491874695
13,435.49511671066284
15,334.09700322151184
16,564.4965839385986
14,1461.8502860069275
18,345.44398856163025
17,787.3912580013275
20,444.98612928390503
19,848.4316184520721
22,230.7088429927826
23,205.19005155563354
21,696.1165626049042
24,345.30236434936523
25,668.6468346118927
26,672.7972898483276
27,716.6848797798157
28,688.7981414794922
29,706.0672204494476
30,622.9290244579315
31,677.8429174423218
32,677.9557902812958
34,414.13274025917053
33,660.4211115837097
35,493.63437128067017
36,1481.0793106555939
38,174.24267745018005
37,1512.9592506885529
40,383.6666615009308
39,956.052175283432
42,382.04913234710693
41,1108.2058320045471
44,288.8317759037018
45,323.9277014732361
43,1253.6448502540588
46,321.9605152606964
47,367.6160960197449
49,122.82373595237732
50,863.7522938251495
48,1583.1809375286102
51,368.6092836856842
52,327.32708621025085
53,771.3994553089142
54,616.9548573493958
55,613.3272833824158
56,576.3705034255981
58,331.92475295066833
57,472.78214406967163
59,419.2765793800354
60,690.1863613128662
61,825.317652463913
62,731.9082221984863
63,729.5320661067963
64,804.8894400596619
65,828.7376086711884
66,786.7182486057281
67,662.8581395149231
68,1072.175395488739
69,989.5868530273438
70,762.8553359508514
71,779.9530484676361
72,1331.9577124118805
73,1318.16974568367
75,333.9539067745209
74,730.9457998275757
76,883.6091160774231
77,961.1817374229431
78,915.4983656406403
79,813.3566644191742
80,596.0138604640961
81,1545.0628597736359
82,1616.7378914356232
83,1885.2736415863037
84,1604.9956851005554
85,1197.3338310718536
87,343.28262519836426
86,2070.7052278518677
89,529.5410661697388
90,505.11284160614014
88,2201.1652998924255
92,308.95447635650635
91,716.4530482292175
93,345.11463952064514
94,564.7711205482483
95,599.6087160110474
96,852.7799956798553
97,683.1212556362152
98,363.39463686943054
99,1222.6860477924347
100,1415.8288433551788
102,229.18618178367615
101,1080.991527080536
103,1049.4400827884674
104,1425.8774144649506
106,511.6656184196472
105,2560.6997697353363
107,1395.5589559078217
108,539.0362882614136
110,248.02210474014282
111,283.8089191913605
109,1383.2608077526093
112,1032.234057188034
113,681.8194770812988
114,559.5186820030212
115,534.3457012176514
116,221.66158986091614
118,313.9014518260956
117,527.2235779762268
119,527.5404827594757
120,516.6656973361969
121,325.11020135879517
123,158.35148310661316
124,83.13654136657715
125,94.04191374778748
126,141.2825105190277
122,974.1309843063354
128,280.69016575813293
129,316.88570284843445
130,224.13286709785461
131,67.19314289093018
132,328.3609013557434
127,1617.06312084198
133,480.5315058231354
134,594.670339345932
135,317.09498620033264
137,62.24609136581421
138,289.34857058525085
136,965.2599999904633
139,610.8343698978424
141,389.44087862968445
142,451.87769317626953
140,1221.1137294769287
143,629.4037575721741
144,717.6772058010101
145,318.1084580421448
146,1401.806277513504
147,1649.7127664089203
149,639.3716678619385
148,1354.337079524994
150,988.3513858318329
152,390.43394947052
153,631.9510917663574
151,2442.641424179077
155,205.90264105796814
156,363.457346200943
154,1492.4891538619995
157,809.8523528575897
158,899.7530725002289
160,368.44378566741943
159,1026.4450092315674
161,702.7671248912811
162,555.6921947002411
163,494.0346918106079
164,424.1291570663452
165,496.284366607666
167,275.9912950992584
166,543.9681484699249
169,233.93658566474915
170,63.41142272949219
168,374.9155671596527
172,928.0958948135376
173,310.7732729911804
171,1492.0577282905579
174,379.04283261299133
176,244.05284905433655
175,571.2090892791748
178,306.96827149391174
177,600.841536283493
180,85.60837602615356
181,147.78561544418335
179,919.137332201004
182,548.4120030403137
184,530.2417898178101
185,470.848712682724
183,1095.4596071243286
186,419.8345265388489
187,412.2711808681488
188,213.38851308822632
189,962.2993197441101
190,1708.62930893898
191,1469.0998742580414
192,913.6552541255951
193,405.68409848213196
194,247.0127556324005
196,361.82680678367615
197,207.06945085525513
198,636.6904888153076
195,1522.4785838127136
199,1555.1321601867676
200,1467.7445483207703
201,269.9058609008789
202,689.731865644455
203,580.8616564273834
204,341.5258936882019
206,310.76508712768555
205,706.0447309017181
208,311.601624250412
